Units,Timepoint,1.1: Special Drawing Rights,1.2: Reserve Position In The International Monetary Fund,1.3: Gold & Foreign Exchange,1: Total Official Foreign Reserves,2: Total Foreign Reserves
Million US Dollars,2022-06-30,,,,,314369.8
Million US Dollars,2022-07-31,,,,,288223.1
Million US Dollars,2022-08-31,,,,,289414.9
Million US Dollars,2022-09-30,,,,,286067.1
Million US Dollars,2022-10-31,,,,,282284.4
Million US Dollars,2022-11-30,,,,,291274.7
Million US Dollars,2022-12-31,,,,,289484.1
Million US Dollars,2023-01-31,,,,,291699.1
Million US Dollars,2023-02-28,,,,,294085.1
Million US Dollars,2023-03-31,,,,,312897.0
Million US Dollars,2023-04-30,,,,,312010.0
Million US Dollars,2023-05-31,,,,,325744.5
