Units,Timepoint,1.0: Food & Live Animals,1.1: Beverages & Tobacco,1.2: Crude Materials (Excl Fuels),"1.3: Mineral Fuels, Lubricants & Related Materials",1.4: Animal & Vegetable Oils Fats & Waxes,1.5: Chemicals & Chemical Products,1.6: Manufactured Goods,1.7: Machinery & Transport Equipment,1.8: Miscellaneous Manufactured Articles,1: Singapore Manufactured Products Price Index - Overall Items,2: Non-Oil Singapore Manufactured Products Price Index
Index,1974-01-31,62.289,22.84,30.894,30.47,84.105,62.705,80.597,409.706,89.21,131.419,196.862
Index,1974-02-28,62.584,23.856,29.02,31.974,88.352,64.086,82.857,414.215,92.224,133.006,197.426
Index,1974-03-31,63.612,23.856,28.054,31.567,93.763,63.902,83.986,413.95,91.864,132.477,196.862
Index,1974-04-30,63.539,23.856,24.891,33.042,89.791,67.677,84.807,423.238,91.741,132.609,194.801
Index,1974-05-31,63.245,23.856,24.598,33.197,91.913,67.953,86.04,422.44,90.777,132.741,194.613
Index,1974-06-30,61.627,23.856,22.87,33.733,96.502,67.861,84.807,423.768,90.537,131.419,191.426
Index,1974-07-31,61.186,24.218,21.084,33.889,97.598,67.769,85.116,422.175,90.054,129.962,188.613
Index,1974-08-31,61.113,25.812,20.879,33.983,103.419,67.493,84.088,437.303,89.692,130.755,189.927
Index,1974-09-30,62.436,25.812,19.005,33.418,96.708,66.848,84.5,425.89,88.849,128.374,186.364
Index,1974-10-31,62.951,25.812,18.419,33.638,92.597,64.914,83.473,426.686,90.054,127.845,185.051
Index,1974-11-30,64.936,26.682,16.574,32.884,83.83,64.362,80.7,421.646,90.656,125.198,181.3
Index,1974-12-31,67.436,26.826,18.068,33.292,90.407,63.441,79.673,419.256,90.537,126.521,183.175
Index,1975-01-31,67.805,27.044,17.833,33.042,85.749,61.139,78.851,413.685,93.55,125.86,182.052
Index,1975-02-28,66.628,27.044,18.214,32.225,80.201,60.587,78.441,408.908,93.068,124.536,181.3
Index,1975-03-31,64.789,27.263,18.097,32.319,71.571,60.587,78.134,407.316,92.586,123.875,179.803
Index,1975-04-30,64.128,27.263,17.893,32.383,69.311,60.587,77.005,405.193,91.984,123.213,178.302
Index,1975-05-31,64.128,28.712,18.009,32.288,66.16,60.403,77.825,387.946,91.502,122.552,176.99
Index,1975-06-30,63.319,28.712,19.21,32.728,64.654,60.771,78.236,379.455,91.864,123.213,177.927
Index,1975-07-31,64.349,28.712,21.026,34.894,64.175,62.797,77.415,360.083,92.948,125.727,178.675
Index,1975-08-31,65.378,28.712,22.021,35.05,65.819,62.797,77.825,370.168,92.706,127.314,181.863
Index,1975-09-30,65.157,28.712,21.523,35.426,63.08,63.165,78.544,372.29,92.103,127.711,181.489
Index,1975-10-31,64.863,28.712,21.172,37.09,60.887,64.546,78.955,378.392,93.31,129.565,182.238
Index,1975-11-30,64.717,28.712,21.465,37.779,58.421,64.822,79.468,377.597,93.31,130.491,182.988
Index,1975-12-31,65.157,28.712,23.075,37.654,59.655,64.731,79.571,377.332,93.791,131.551,185.426
Index,1976-01-31,64.863,28.785,23.778,37.592,58.764,66.848,78.339,365.656,94.876,131.419,185.239
Index,1976-02-29,65.451,28.785,25.155,37.434,58.696,67.585,79.263,364.593,95.237,132.741,187.863
Index,1976-03-31,65.672,28.785,26.18,36.996,58.627,67.677,79.673,356.103,94.997,132.741,188.613
Index,1976-04-30,66.702,28.785,26.326,36.901,57.805,68.414,79.571,353.98,94.997,132.741,188.988
Index,1976-05-31,67.805,28.785,27.644,36.901,57.052,68.874,80.7,355.838,95.358,134.594,192.176
Index,1976-06-30,68.76,28.785,28.698,36.807,58.285,68.598,82.035,356.103,95.358,135.652,194.427
Index,1976-07-31,67.511,28.785,27.527,36.681,62.668,68.69,82.754,356.103,93.55,134.594,192.363
Index,1976-08-31,68.614,28.785,27.585,36.681,64.175,68.69,83.062,352.919,93.55,134.726,192.55
Index,1976-09-30,69.643,28.785,26.999,36.649,62.737,68.69,84.807,353.184,94.635,134.991,193.487
Index,1976-10-31,71.775,28.785,28.024,37.058,64.448,68.69,85.321,362.206,95.719,137.109,197.05
Index,1976-11-30,73.467,28.785,27.908,37.058,64.927,68.69,85.629,364.328,96.202,137.77,198.176
Index,1976-12-31,76.335,28.785,26.941,37.058,67.256,68.874,86.757,366.452,96.684,138.167,198.55
Index,1977-01-31,77.071,28.785,27.467,39.003,68.352,69.242,87.271,362.206,98.613,140.417,200.051
Index,1977-02-28,77.88,28.785,27.409,39.287,71.16,69.151,87.271,366.452,99.217,141.21,200.799
Index,1977-03-31,82.586,28.785,27.908,39.349,81.229,69.058,87.373,366.717,100.663,142.933,203.611
Index,1977-04-30,81.85,28.785,27.731,39.412,78.831,68.874,87.271,366.983,100.663,142.535,203.237
Index,1977-05-31,78.689,28.785,27.761,39.412,76.639,69.058,87.373,363.534,101.507,141.874,202.112
Index,1977-06-30,76.188,28.785,27.467,39.412,74.927,69.058,86.757,363.534,101.869,141.078,200.612
Index,1977-07-31,74.57,28.785,27.467,40.039,73.284,67.861,86.757,365.656,102.47,141.607,200.051
Index,1977-08-31,73.762,28.785,27.82,40.259,68.49,67.953,86.04,367.779,102.713,141.739,200.425
Index,1977-09-30,73.54,28.785,29.313,40.164,69.859,67.769,85.834,366.983,103.316,142.667,202.301
Index,1977-10-31,72.732,30.234,29.225,39.537,69.38,67.217,85.629,362.206,103.555,141.739,201.551
Index,1977-11-30,72.953,30.234,28.757,39.287,70.887,66.941,85.731,355.043,103.555,140.946,200.051
Index,1977-12-31,72.144,30.234,28.024,38.689,71.914,66.572,85.834,353.715,103.316,139.491,198.55
Index,1978-01-31,72.585,30.234,27.966,38.502,69.722,65.836,86.553,345.223,105.002,139.094,198.363
Index,1978-02-28,71.115,30.234,28.054,38.345,70.955,65.651,86.757,342.04,106.329,138.962,197.988
Index,1978-03-31,70.084,30.234,28.17,37.999,71.846,65.467,87.784,342.04,104.4,138.432,197.988
Index,1978-04-30,69.717,30.308,28.2,38.251,71.092,66.019,88.093,327.446,102.833,137.77,195.926
Index,1978-05-31,69.938,30.308,29.02,38.345,73.558,66.204,88.811,323.729,103.435,138.432,197.238
Index,1978-06-30,70.084,30.308,30.689,38.188,74.517,66.019,89.531,325.321,103.316,139.755,200.051
Index,1978-07-31,69.349,30.308,30.631,37.09,74.379,66.204,90.557,326.118,104.52,139.226,200.799
Index,1978-08-31,69.57,30.308,31.333,36.901,75.133,66.019,90.557,327.18,104.882,139.755,201.926
Index,1978-09-30,69.79,30.308,32.387,36.494,77.53,65.927,90.249,320.812,103.555,139.623,202.301
Index,1978-10-31,69.864,30.308,33.471,34.674,80.338,64.454,91.584,316.565,104.4,138.962,203.987
Index,1978-11-30,68.76,30.308,34.496,35.835,81.229,65.467,91.994,317.095,102.47,140.417,204.737
Index,1978-12-31,68.981,30.308,33.588,35.426,81.229,65.19,92.302,314.974,103.797,139.623,203.987
Index,1979-01-31,69.643,30.308,34.349,36.996,83.284,67.769,96.306,323.729,105.605,143.726,209.237
Index,1979-02-28,69.717,30.815,35.726,37.937,86.365,70.532,96.511,325.321,107.776,146.637,212.987
Index,1979-03-31,70.084,30.815,36.429,38.345,85.133,71.452,97.435,326.915,109.102,147.961,215.236
Index,1979-04-30,71.262,31.106,39.064,44.557,86.365,77.806,100.618,327.18,110.186,157.49,222.548
Index,1979-05-31,71.262,31.178,40.557,46.221,88.694,80.198,101.132,326.118,112.718,160.665,226.11
Index,1979-06-30,75.747,31.25,41.905,50.52,88.625,87.289,101.645,337.793,114.165,168.209,233.048
Index,1979-07-31,75.82,31.25,40.997,54.63,88.831,90.143,102.878,338.855,116.214,172.18,233.798
Index,1979-08-31,77.512,31.322,40.294,54.724,84.38,90.88,103.699,336.733,117.782,172.312,234.174
Index,1979-09-30,77.365,31.758,39.943,55.602,81.777,90.972,104.417,338.589,122.243,173.768,235.485
Index,1979-10-31,75.82,31.758,40.381,58.302,81.913,92.262,106.985,337.793,121.518,176.944,236.797
Index,1979-11-30,77.071,31.758,40.938,58.645,82.804,92.262,107.395,335.672,122.605,177.871,238.298
Index,1979-12-31,75.967,31.758,41.26,64.012,82.53,95.668,107.498,343.895,127.908,184.354,241.483
Index,1980-01-31,78.027,33.279,44.335,72.923,82.53,103.771,109.654,348.674,138.154,198.384,253.108
Index,1980-02-29,78.248,33.279,46.795,75.183,82.05,105.705,109.86,349.737,137.192,202.354,257.046
Index,1980-03-31,78.836,34.15,43.662,78.29,80.818,108.744,111.296,366.983,132.369,204.074,255.171
Index,1980-04-30,79.792,34.513,43.837,76.501,78.01,107.822,109.346,370.168,131.525,202.354,254.983
Index,1980-05-31,80.233,34.513,41.084,78.007,74.79,109.572,109.86,382.905,132.369,202.751,253.297
Index,1980-06-30,78.909,34.513,41.144,77.38,74.038,108.744,110.373,383.7,136.829,202.751,254.421
Index,1980-07-31,78.174,34.586,40.557,80.14,76.709,108.927,107.703,379.719,136.106,203.809,251.608
Index,1980-08-31,78.174,34.586,41.084,79.951,75.543,108.651,108.217,378.657,137.192,204.074,252.734
Index,1980-09-30,79.718,34.586,41.729,79.388,74.517,108.098,109.038,375.209,138.154,204.471,254.233
Index,1980-10-31,81.263,34.586,40.616,81.459,76.434,107.546,107.498,376.271,136.829,205.132,251.984
Index,1980-11-30,82.954,34.586,40.119,84.658,78.01,107.639,107.703,380.515,136.227,208.046,252.547
Index,1980-12-31,83.395,34.586,39.562,84.911,77.393,108.007,107.703,381.843,134.419,207.914,251.608
Index,1981-01-31,83.616,34.658,39.064,91.03,76.777,111.505,109.346,399.09,133.937,214.53,254.233
Index,1981-02-28,83.69,34.658,38.507,92.222,74.927,112.242,109.346,393.518,133.575,214.927,253.108
Index,1981-03-31,83.248,34.658,37.278,91.468,74.517,112.058,109.756,395.64,135.021,213.736,251.984
Index,1981-04-30,81.777,35.818,35.052,92.44,74.038,113.255,110.988,394.844,134.419,213.207,249.359
Index,1981-05-31,81.263,37.631,35.668,93.697,73.421,115.189,111.194,398.293,134.78,215.59,251.608
Index,1981-06-30,80.233,38.065,34.905,90.872,73.899,113.255,111.092,394.58,133.211,211.618,248.985
Index,1981-07-31,81.409,38.065,32.973,91.28,74.174,113.623,111.4,398.293,133.454,211.089,247.484
Index,1981-08-31,80.822,38.065,32.359,91.437,73.763,113.715,111.81,388.211,135.623,210.428,245.984
Index,1981-09-30,80.968,38.065,31.597,89.836,72.805,112.427,110.887,383.17,135.021,207.914,243.547
Index,1981-10-31,79.718,38.065,28.903,86.479,72.187,111.874,110.887,387.149,134.419,202.751,239.609
Index,1981-11-30,79.277,38.065,28.17,85.005,71.16,110.769,110.784,383.966,133.092,200.369,237.36
Index,1981-12-31,79.277,38.065,28.493,85.223,70.475,110.861,110.578,381.578,134.419,200.766,237.734
Index,1982-01-31,79.277,38.138,28.698,85.005,68.352,110.676,109.756,375.209,138.154,199.708,237.924
Index,1982-02-28,78.689,39.589,28.551,86.008,68.49,110.676,109.756,378.392,137.192,200.766,237.924
Index,1982-03-31,78.615,39.589,28.757,85.821,69.038,110.585,108.217,380.78,132.369,200.237,236.423
Index,1982-04-30,78.615,39.589,28.845,84.471,67.872,108.559,107.087,382.639,131.525,198.915,235.485
Index,1982-05-31,78.321,39.589,28.903,82.87,67.872,107.086,106.882,378.924,132.369,196.796,234.922
