Units,Timepoint,1.10: Information & Communications,1.11: Finance & Insurance,1.12: Real Estate,1.13: Professional Services,1.14: Administrative & Support Services,"1.15: Education, Health & Social Services","1.16: Arts, Entertainment, Recreation & Other Services",1.17: Others,1.1: Manufacturing,1.2: Construction,1.4: Wholesale Trade,1.5: Retail Trade,1.6: Transportation & Storage,1.8: Accommodation,1.9: Food & Beverage Services,1: Total
Number,1990-01-31,24.0,51.0,66.0,124.0,89.0,34.0,93.0,5.0,168.0,147.0,536.0,207.0,119.0,4.0,52.0,1719.0
Number,1990-02-28,49.0,57.0,69.0,143.0,113.0,37.0,101.0,3.0,212.0,216.0,548.0,261.0,112.0,2.0,74.0,1997.0
Number,1990-03-31,61.0,82.0,76.0,166.0,121.0,40.0,134.0,5.0,248.0,239.0,668.0,325.0,126.0,1.0,83.0,2375.0
Number,1990-04-30,39.0,70.0,62.0,132.0,65.0,32.0,116.0,2.0,175.0,202.0,627.0,264.0,104.0,1.0,67.0,1958.0
Number,1990-05-31,47.0,73.0,86.0,170.0,97.0,41.0,134.0,8.0,237.0,233.0,630.0,325.0,109.0,2.0,84.0,2276.0
Number,1990-06-30,37.0,88.0,78.0,124.0,85.0,49.0,102.0,7.0,191.0,205.0,584.0,313.0,121.0,3.0,78.0,2065.0
Number,1990-07-31,54.0,81.0,60.0,139.0,116.0,34.0,92.0,3.0,181.0,218.0,586.0,298.0,117.0,0.0,74.0,2053.0
Number,1990-08-31,49.0,52.0,84.0,148.0,110.0,36.0,122.0,11.0,206.0,220.0,676.0,326.0,147.0,2.0,66.0,2255.0
Number,1990-09-30,55.0,74.0,57.0,145.0,85.0,25.0,112.0,4.0,193.0,193.0,553.0,252.0,89.0,1.0,44.0,1882.0
Number,1990-10-31,50.0,69.0,55.0,155.0,84.0,32.0,100.0,9.0,195.0,216.0,612.0,350.0,123.0,0.0,86.0,2136.0
Number,1990-11-30,42.0,61.0,71.0,136.0,94.0,35.0,103.0,9.0,196.0,187.0,547.0,258.0,96.0,2.0,62.0,1899.0
Number,1990-12-31,35.0,53.0,59.0,108.0,70.0,30.0,83.0,3.0,148.0,141.0,445.0,170.0,82.0,3.0,56.0,1486.0
Number,1991-01-31,52.0,41.0,69.0,185.0,92.0,48.0,113.0,7.0,190.0,250.0,596.0,224.0,105.0,0.0,73.0,2045.0
Number,1991-02-28,33.0,37.0,57.0,122.0,82.0,21.0,78.0,4.0,147.0,220.0,454.0,162.0,92.0,0.0,39.0,1548.0
Number,1991-03-31,64.0,48.0,83.0,164.0,85.0,31.0,126.0,11.0,207.0,276.0,605.0,258.0,149.0,1.0,79.0,2187.0
Number,1991-04-30,56.0,59.0,90.0,177.0,114.0,41.0,112.0,6.0,234.0,341.0,659.0,269.0,142.0,1.0,88.0,2389.0
Number,1991-05-31,54.0,72.0,93.0,168.0,126.0,45.0,126.0,8.0,217.0,326.0,597.0,291.0,125.0,4.0,74.0,2326.0
Number,1991-06-30,51.0,62.0,90.0,173.0,115.0,31.0,119.0,9.0,202.0,263.0,689.0,277.0,145.0,1.0,76.0,2303.0
Number,1991-07-31,65.0,59.0,83.0,177.0,111.0,45.0,107.0,8.0,246.0,326.0,700.0,335.0,126.0,2.0,97.0,2487.0
Number,1991-08-31,62.0,63.0,97.0,164.0,88.0,40.0,107.0,10.0,182.0,303.0,651.0,267.0,126.0,1.0,78.0,2239.0
Number,1991-09-30,50.0,53.0,86.0,147.0,104.0,36.0,105.0,9.0,184.0,219.0,633.0,278.0,95.0,3.0,89.0,2091.0
Number,1991-10-31,63.0,50.0,83.0,191.0,130.0,46.0,119.0,4.0,185.0,216.0,677.0,310.0,128.0,2.0,105.0,2309.0
Number,1991-11-30,46.0,53.0,70.0,137.0,103.0,37.0,98.0,3.0,190.0,205.0,577.0,286.0,111.0,3.0,71.0,1990.0
Number,1991-12-31,47.0,71.0,56.0,144.0,118.0,49.0,93.0,8.0,154.0,174.0,525.0,249.0,95.0,0.0,60.0,1843.0
Number,1992-01-31,54.0,63.0,61.0,156.0,129.0,33.0,111.0,6.0,183.0,217.0,673.0,275.0,123.0,1.0,86.0,2171.0
Number,1992-02-29,47.0,55.0,68.0,145.0,114.0,34.0,104.0,4.0,177.0,257.0,607.0,256.0,126.0,0.0,73.0,2067.0
Number,1992-03-31,67.0,79.0,99.0,217.0,132.0,41.0,146.0,3.0,207.0,268.0,738.0,328.0,152.0,7.0,109.0,2593.0
Number,1992-04-30,41.0,59.0,83.0,181.0,122.0,52.0,135.0,9.0,217.0,212.0,671.0,306.0,131.0,2.0,77.0,2298.0
Number,1992-05-31,52.0,59.0,88.0,193.0,101.0,44.0,120.0,9.0,190.0,237.0,674.0,287.0,114.0,2.0,96.0,2266.0
Number,1992-06-30,64.0,68.0,75.0,165.0,83.0,46.0,98.0,11.0,203.0,241.0,624.0,288.0,137.0,1.0,88.0,2192.0
Number,1992-07-31,70.0,85.0,104.0,195.0,88.0,69.0,115.0,10.0,220.0,238.0,708.0,275.0,134.0,7.0,105.0,2423.0
Number,1992-08-31,70.0,76.0,84.0,151.0,65.0,46.0,110.0,9.0,158.0,225.0,634.0,277.0,112.0,3.0,83.0,2103.0
Number,1992-09-30,62.0,77.0,82.0,208.0,87.0,55.0,131.0,7.0,192.0,240.0,662.0,311.0,115.0,1.0,85.0,2315.0
Number,1992-10-31,59.0,82.0,93.0,169.0,95.0,49.0,122.0,10.0,217.0,239.0,773.0,337.0,119.0,1.0,79.0,2444.0
Number,1992-11-30,58.0,62.0,69.0,179.0,72.0,41.0,121.0,11.0,174.0,217.0,616.0,277.0,117.0,4.0,101.0,2119.0
Number,1992-12-31,61.0,86.0,87.0,192.0,82.0,44.0,114.0,5.0,146.0,203.0,653.0,228.0,127.0,0.0,89.0,2117.0
Number,1993-01-31,59.0,76.0,80.0,164.0,68.0,45.0,109.0,4.0,164.0,180.0,570.0,215.0,124.0,3.0,58.0,1919.0
Number,1993-02-28,56.0,86.0,88.0,217.0,97.0,58.0,146.0,14.0,215.0,344.0,756.0,330.0,147.0,3.0,99.0,2656.0
Number,1993-03-31,88.0,102.0,106.0,249.0,103.0,57.0,146.0,9.0,268.0,308.0,819.0,371.0,168.0,4.0,108.0,2906.0
Number,1993-04-30,72.0,107.0,131.0,235.0,95.0,57.0,124.0,14.0,201.0,271.0,802.0,382.0,167.0,0.0,107.0,2765.0
Number,1993-05-31,83.0,119.0,128.0,245.0,90.0,61.0,134.0,14.0,219.0,282.0,752.0,330.0,127.0,5.0,102.0,2691.0
Number,1993-06-30,71.0,132.0,108.0,224.0,90.0,65.0,119.0,8.0,209.0,257.0,733.0,314.0,133.0,2.0,92.0,2557.0
Number,1993-07-31,91.0,137.0,113.0,214.0,87.0,61.0,155.0,5.0,204.0,269.0,792.0,312.0,125.0,3.0,121.0,2689.0
Number,1993-08-31,54.0,102.0,104.0,204.0,84.0,53.0,127.0,12.0,228.0,268.0,674.0,282.0,126.0,2.0,123.0,2443.0
Number,1993-09-30,59.0,111.0,108.0,220.0,87.0,56.0,135.0,14.0,208.0,246.0,747.0,316.0,155.0,4.0,110.0,2576.0
Number,1993-10-31,81.0,98.0,109.0,243.0,90.0,51.0,125.0,6.0,205.0,265.0,708.0,290.0,124.0,1.0,96.0,2492.0
Number,1993-11-30,59.0,116.0,87.0,193.0,87.0,47.0,122.0,14.0,147.0,242.0,641.0,281.0,132.0,5.0,109.0,2282.0
Number,1993-12-31,72.0,129.0,63.0,174.0,83.0,74.0,125.0,10.0,172.0,229.0,724.0,260.0,120.0,4.0,74.0,2313.0
Number,1994-01-31,64.0,135.0,109.0,209.0,82.0,57.0,132.0,16.0,166.0,208.0,719.0,241.0,154.0,3.0,93.0,2388.0
Number,1994-02-28,67.0,101.0,82.0,186.0,69.0,51.0,121.0,8.0,179.0,258.0,601.0,194.0,119.0,0.0,57.0,2093.0
Number,1994-03-31,73.0,159.0,139.0,261.0,104.0,70.0,148.0,14.0,251.0,324.0,891.0,356.0,155.0,4.0,128.0,3077.0
Number,1994-04-30,82.0,117.0,125.0,241.0,94.0,51.0,159.0,15.0,230.0,284.0,796.0,316.0,162.0,2.0,101.0,2775.0
Number,1994-05-31,74.0,136.0,107.0,245.0,95.0,44.0,152.0,9.0,200.0,249.0,747.0,295.0,151.0,7.0,95.0,2606.0
Number,1994-06-30,78.0,133.0,103.0,249.0,96.0,59.0,147.0,11.0,195.0,278.0,771.0,344.0,150.0,2.0,91.0,2707.0
Number,1994-07-31,58.0,132.0,120.0,245.0,91.0,68.0,146.0,12.0,205.0,289.0,701.0,308.0,145.0,2.0,109.0,2631.0
Number,1994-08-31,88.0,111.0,102.0,235.0,97.0,71.0,150.0,9.0,215.0,268.0,699.0,305.0,139.0,3.0,116.0,2608.0
Number,1994-09-30,67.0,172.0,116.0,276.0,102.0,64.0,162.0,14.0,190.0,275.0,786.0,338.0,155.0,9.0,115.0,2841.0
Number,1994-10-31,84.0,168.0,116.0,233.0,110.0,73.0,144.0,13.0,193.0,277.0,777.0,331.0,129.0,3.0,113.0,2764.0
Number,1994-11-30,74.0,154.0,117.0,210.0,97.0,70.0,148.0,10.0,173.0,243.0,770.0,301.0,145.0,3.0,125.0,2640.0
Number,1994-12-31,83.0,137.0,107.0,204.0,78.0,76.0,84.0,17.0,168.0,224.0,657.0,253.0,126.0,3.0,106.0,2323.0
Number,1995-01-31,83.0,126.0,102.0,200.0,87.0,56.0,103.0,18.0,145.0,252.0,629.0,222.0,135.0,2.0,83.0,2243.0
Number,1995-02-28,93.0,102.0,82.0,229.0,93.0,64.0,131.0,7.0,207.0,263.0,628.0,265.0,141.0,0.0,92.0,2397.0
Number,1995-03-31,82.0,105.0,115.0,272.0,102.0,82.0,172.0,8.0,299.0,373.0,783.0,338.0,178.0,8.0,108.0,3025.0
Number,1995-04-30,74.0,133.0,120.0,265.0,112.0,52.0,162.0,13.0,244.0,324.0,686.0,333.0,152.0,4.0,121.0,2795.0
Number,1995-05-31,76.0,133.0,94.0,266.0,93.0,56.0,143.0,12.0,192.0,291.0,668.0,286.0,127.0,1.0,132.0,2570.0
Number,1995-06-30,93.0,146.0,86.0,242.0,106.0,71.0,157.0,15.0,210.0,320.0,706.0,336.0,148.0,1.0,121.0,2758.0
Number,1995-07-31,87.0,152.0,113.0,269.0,101.0,89.0,147.0,10.0,194.0,313.0,690.0,296.0,149.0,5.0,136.0,2751.0
Number,1995-08-31,92.0,123.0,101.0,248.0,101.0,67.0,140.0,14.0,197.0,265.0,726.0,293.0,138.0,6.0,148.0,2659.0
Number,1995-09-30,75.0,144.0,112.0,254.0,110.0,72.0,144.0,7.0,174.0,281.0,679.0,339.0,143.0,6.0,119.0,2659.0
Number,1995-10-31,98.0,130.0,82.0,203.0,103.0,75.0,135.0,16.0,164.0,299.0,661.0,281.0,130.0,6.0,107.0,2490.0
Number,1995-11-30,89.0,126.0,95.0,237.0,124.0,87.0,110.0,11.0,200.0,307.0,699.0,269.0,142.0,3.0,128.0,2627.0
Number,1995-12-31,88.0,116.0,75.0,215.0,86.0,63.0,119.0,3.0,155.0,262.0,587.0,232.0,113.0,1.0,93.0,2208.0
Number,1996-01-31,94.0,114.0,115.0,259.0,129.0,66.0,157.0,13.0,191.0,322.0,678.0,267.0,157.0,6.0,98.0,2666.0
Number,1996-02-29,83.0,116.0,73.0,200.0,94.0,65.0,126.0,7.0,156.0,281.0,514.0,196.0,115.0,4.0,102.0,2132.0
Number,1996-03-31,105.0,139.0,110.0,274.0,113.0,85.0,165.0,16.0,222.0,459.0,726.0,345.0,157.0,1.0,159.0,3076.0
Number,1996-04-30,82.0,121.0,114.0,288.0,111.0,62.0,158.0,10.0,191.0,373.0,711.0,326.0,171.0,2.0,128.0,2848.0
Number,1996-05-31,110.0,154.0,103.0,270.0,111.0,90.0,171.0,10.0,230.0,358.0,743.0,346.0,135.0,4.0,133.0,2968.0
Number,1996-06-30,108.0,129.0,89.0,288.0,132.0,84.0,160.0,14.0,196.0,348.0,660.0,284.0,139.0,11.0,110.0,2752.0
Number,1996-07-31,120.0,136.0,96.0,288.0,158.0,75.0,168.0,18.0,228.0,407.0,649.0,287.0,135.0,8.0,140.0,2913.0
Number,1996-08-31,106.0,121.0,91.0,279.0,133.0,64.0,140.0,12.0,181.0,339.0,655.0,276.0,154.0,3.0,126.0,2680.0
Number,1996-09-30,124.0,133.0,82.0,251.0,115.0,75.0,131.0,14.0,189.0,334.0,644.0,285.0,133.0,3.0,150.0,2663.0
Number,1996-10-31,124.0,116.0,113.0,274.0,112.0,89.0,167.0,8.0,198.0,424.0,707.0,324.0,169.0,4.0,141.0,2970.0
Number,1996-11-30,121.0,116.0,79.0,249.0,121.0,72.0,156.0,14.0,184.0,323.0,618.0,296.0,116.0,9.0,137.0,2611.0
Number,1996-12-31,128.0,178.0,72.0,276.0,95.0,82.0,123.0,16.0,143.0,299.0,587.0,271.0,131.0,6.0,99.0,2506.0
Number,1997-01-31,138.0,140.0,91.0,279.0,122.0,73.0,116.0,17.0,186.0,334.0,634.0,266.0,139.0,4.0,98.0,2637.0
Number,1997-02-28,107.0,82.0,54.0,231.0,92.0,58.0,130.0,12.0,142.0,322.0,448.0,214.0,117.0,6.0,95.0,2110.0
Number,1997-03-31,137.0,148.0,110.0,278.0,147.0,71.0,208.0,10.0,206.0,446.0,689.0,318.0,163.0,2.0,142.0,3075.0
Number,1997-04-30,131.0,146.0,99.0,275.0,130.0,75.0,173.0,20.0,213.0,374.0,733.0,314.0,169.0,9.0,160.0,3021.0
Number,1997-05-31,110.0,122.0,86.0,287.0,133.0,76.0,166.0,14.0,166.0,384.0,691.0,322.0,138.0,3.0,128.0,2826.0
Number,1997-06-30,117.0,123.0,73.0,271.0,115.0,81.0,171.0,16.0,163.0,349.0,635.0,258.0,141.0,1.0,130.0,2644.0
Number,1997-07-31,138.0,150.0,65.0,333.0,164.0,107.0,199.0,17.0,202.0,364.0,712.0,357.0,154.0,5.0,122.0,3089.0
Number,1997-08-31,119.0,96.0,60.0,247.0,147.0,73.0,156.0,11.0,171.0,316.0,607.0,308.0,143.0,3.0,105.0,2562.0
Number,1997-09-30,140.0,115.0,62.0,268.0,159.0,84.0,169.0,18.0,169.0,338.0,711.0,325.0,155.0,2.0,135.0,2850.0
Number,1997-10-31,118.0,95.0,61.0,279.0,139.0,104.0,166.0,15.0,188.0,303.0,636.0,320.0,106.0,6.0,130.0,2666.0
Number,1997-11-30,98.0,104.0,61.0,255.0,154.0,80.0,156.0,13.0,149.0,276.0,580.0,267.0,112.0,8.0,118.0,2431.0
Number,1997-12-31,114.0,94.0,69.0,243.0,104.0,86.0,138.0,6.0,147.0,232.0,525.0,269.0,107.0,4.0,100.0,2238.0
Number,1998-01-31,94.0,68.0,33.0,214.0,105.0,71.0,128.0,10.0,105.0,209.0,424.0,163.0,114.0,5.0,79.0,1822.0
Number,1998-02-28,108.0,64.0,35.0,217.0,130.0,75.0,175.0,4.0,185.0,339.0,527.0,275.0,121.0,5.0,100.0,2360.0
Number,1998-03-31,129.0,67.0,59.0,285.0,179.0,91.0,208.0,10.0,201.0,336.0,608.0,336.0,152.0,3.0,121.0,2785.0
Number,1998-04-30,124.0,70.0,60.0,257.0,149.0,94.0,169.0,15.0,176.0,325.0,559.0,338.0,122.0,4.0,114.0,2576.0
Number,1998-05-31,130.0,69.0,49.0,229.0,141.0,90.0,165.0,15.0,153.0,278.0,566.0,275.0,112.0,3.0,118.0,2393.0
Number,1998-06-30,134.0,54.0,50.0,220.0,131.0,102.0,157.0,12.0,168.0,296.0,624.0,294.0,118.0,5.0,115.0,2480.0
Number,1998-07-31,127.0,67.0,57.0,284.0,136.0,111.0,187.0,7.0,162.0,309.0,607.0,374.0,107.0,3.0,141.0,2679.0
Number,1998-08-31,117.0,66.0,41.0,234.0,138.0,93.0,168.0,17.0,141.0,301.0,605.0,321.0,120.0,3.0,131.0,2496.0
Number,1998-09-30,120.0,72.0,51.0,277.0,133.0,110.0,184.0,11.0,154.0,244.0,603.0,361.0,131.0,1.0,129.0,2581.0
Number,1998-10-31,155.0,90.0,46.0,253.0,133.0,85.0,165.0,8.0,173.0,313.0,694.0,333.0,115.0,4.0,133.0,2700.0
Number,1998-11-30,114.0,75.0,54.0,254.0,134.0,107.0,177.0,9.0,174.0,278.0,584.0,346.0,116.0,0.0,110.0,2532.0
Number,1998-12-31,129.0,73.0,67.0,241.0,117.0,105.0,154.0,9.0,166.0,284.0,608.0,310.0,117.0,2.0,135.0,2517.0
Number,1999-01-31,151.0,63.0,38.0,237.0,116.0,84.0,171.0,14.0,146.0,252.0,592.0,314.0,111.0,3.0,104.0,2396.0
Number,1999-02-28,124.0,58.0,38.0,218.0,97.0,77.0,133.0,7.0,127.0,234.0,503.0,215.0,120.0,3.0,88.0,2042.0
Number,1999-03-31,180.0,77.0,51.0,330.0,162.0,128.0,221.0,24.0,206.0,398.0,721.0,359.0,143.0,0.0,131.0,3131.0
Number,1999-04-30,184.0,79.0,75.0,318.0,164.0,123.0,222.0,15.0,208.0,405.0,710.0,417.0,156.0,1.0,144.0,3221.0
Number,1999-05-31,219.0,85.0,67.0,277.0,159.0,95.0,197.0,16.0,195.0,381.0,674.0,394.0,167.0,2.0,152.0,3080.0
Number,1999-06-30,209.0,92.0,77.0,291.0,183.0,112.0,197.0,3.0,183.0,323.0,687.0,342.0,136.0,3.0,125.0,2963.0
Number,1999-07-31,260.0,127.0,61.0,333.0,176.0,131.0,202.0,14.0,182.0,371.0,720.0,363.0,152.0,5.0,154.0,3251.0
Number,1999-08-31,195.0,110.0,62.0,276.0,146.0,112.0,196.0,11.0,168.0,323.0,630.0,335.0,127.0,2.0,129.0,2822.0
Number,1999-09-30,252.0,114.0,49.0,309.0,156.0,119.0,213.0,7.0,175.0,325.0,695.0,395.0,157.0,2.0,154.0,3122.0
Number,1999-10-31,277.0,116.0,56.0,347.0,168.0,110.0,228.0,14.0,182.0,340.0,690.0,369.0,159.0,2.0,155.0,3213.0
Number,1999-11-30,258.0,119.0,48.0,281.0,161.0,114.0,186.0,13.0,153.0,275.0,575.0,377.0,125.0,6.0,103.0,2794.0
Number,1999-12-31,303.0,143.0,53.0,300.0,159.0,122.0,157.0,10.0,180.0,276.0,634.0,304.0,144.0,3.0,103.0,2891.0
Number,2000-01-31,304.0,121.0,71.0,274.0,186.0,102.0,149.0,12.0,169.0,231.0,598.0,306.0,134.0,4.0,101.0,2762.0
Number,2000-02-29,358.0,123.0,58.0,333.0,170.0,88.0,173.0,11.0,175.0,325.0,623.0,310.0,123.0,3.0,95.0,2968.0
Number,2000-03-31,506.0,171.0,55.0,372.0,282.0,146.0,222.0,15.0,239.0,439.0,742.0,456.0,177.0,7.0,115.0,3944.0
Number,2000-04-30,419.0,146.0,40.0,334.0,177.0,103.0,207.0,15.0,232.0,313.0,714.0,325.0,147.0,9.0,118.0,3299.0
Number,2000-05-31,379.0,136.0,54.0,355.0,189.0,115.0,204.0,11.0,230.0,306.0,650.0,382.0,127.0,15.0,133.0,3286.0
Number,2000-06-30,348.0,185.0,50.0,344.0,195.0,114.0,205.0,16.0,246.0,320.0,651.0,320.0,142.0,6.0,142.0,3284.0
Number,2000-07-31,345.0,131.0,50.0,303.0,194.0,114.0,185.0,21.0,243.0,333.0,698.0,353.0,141.0,4.0,127.0,3242.0
Number,2000-08-31,286.0,123.0,53.0,342.0,172.0,103.0,196.0,9.0,224.0,276.0,578.0,318.0,132.0,5.0,112.0,2929.0
Number,2000-09-30,260.0,167.0,45.0,341.0,192.0,99.0,169.0,13.0,188.0,281.0,651.0,343.0,125.0,2.0,142.0,3018.0
Number,2000-10-31,239.0,139.0,42.0,286.0,164.0,97.0,176.0,13.0,166.0,235.0,612.0,272.0,135.0,1.0,125.0,2702.0
Number,2000-11-30,231.0,146.0,30.0,309.0,200.0,125.0,153.0,7.0,149.0,239.0,605.0,288.0,127.0,3.0,118.0,2730.0
Number,2000-12-31,209.0,157.0,23.0,258.0,122.0,97.0,132.0,8.0,124.0,200.0,509.0,209.0,121.0,5.0,108.0,2282.0
Number,2001-01-31,184.0,106.0,21.0,274.0,136.0,91.0,139.0,12.0,121.0,241.0,516.0,217.0,134.0,4.0,111.0,2307.0
Number,2001-02-28,219.0,100.0,33.0,333.0,169.0,117.0,219.0,22.0,152.0,286.0,612.0,288.0,136.0,2.0,118.0,2806.0
Number,2001-03-31,210.0,99.0,45.0,376.0,208.0,125.0,211.0,14.0,157.0,329.0,682.0,323.0,162.0,3.0,140.0,3084.0
Number,2001-04-30,180.0,98.0,30.0,290.0,173.0,108.0,184.0,12.0,183.0,256.0,631.0,292.0,135.0,3.0,145.0,2720.0
Number,2001-05-31,177.0,107.0,32.0,322.0,157.0,109.0,276.0,17.0,195.0,247.0,616.0,309.0,146.0,1.0,170.0,2881.0
Number,2001-06-30,175.0,88.0,37.0,289.0,184.0,110.0,187.0,13.0,170.0,221.0,597.0,306.0,132.0,5.0,171.0,2685.0
Number,2001-07-31,189.0,97.0,39.0,342.0,180.0,115.0,190.0,8.0,175.0,248.0,652.0,338.0,140.0,1.0,191.0,2905.0
Number,2001-08-31,199.0,75.0,50.0,343.0,164.0,130.0,195.0,18.0,209.0,246.0,735.0,396.0,121.0,4.0,189.0,3074.0
Number,2001-09-30,178.0,85.0,28.0,294.0,163.0,118.0,182.0,11.0,193.0,197.0,687.0,352.0,113.0,4.0,166.0,2771.0
Number,2001-10-31,218.0,87.0,35.0,361.0,156.0,152.0,210.0,15.0,153.0,221.0,676.0,378.0,148.0,3.0,191.0,3004.0
Number,2001-11-30,157.0,96.0,53.0,342.0,154.0,151.0,177.0,8.0,185.0,190.0,584.0,282.0,127.0,0.0,148.0,2654.0
Number,2001-12-31,164.0,75.0,20.0,327.0,116.0,132.0,162.0,9.0,137.0,174.0,544.0,240.0,108.0,4.0,103.0,2315.0
Number,2002-01-31,213.0,65.0,27.0,356.0,177.0,133.0,201.0,11.0,142.0,233.0,645.0,286.0,140.0,4.0,134.0,2767.0
Number,2002-02-28,200.0,79.0,26.0,328.0,166.0,130.0,131.0,9.0,123.0,173.0,564.0,248.0,91.0,4.0,98.0,2370.0
Number,2002-03-31,228.0,120.0,38.0,473.0,215.0,149.0,224.0,14.0,163.0,245.0,783.0,389.0,119.0,5.0,166.0,3331.0
Number,2002-04-30,221.0,99.0,37.0,490.0,227.0,160.0,223.0,13.0,138.0,240.0,848.0,409.0,159.0,2.0,169.0,3435.0
Number,2002-05-31,212.0,113.0,46.0,414.0,234.0,178.0,251.0,7.0,156.0,221.0,846.0,374.0,132.0,7.0,165.0,3356.0
Number,2002-06-30,204.0,86.0,33.0,361.0,174.0,149.0,161.0,14.0,151.0,183.0,633.0,325.0,126.0,3.0,123.0,2726.0
Number,2002-07-31,220.0,90.0,29.0,443.0,243.0,191.0,225.0,22.0,153.0,204.0,815.0,377.0,168.0,2.0,178.0,3360.0
Number,2002-08-31,218.0,93.0,34.0,411.0,231.0,152.0,240.0,17.0,133.0,211.0,728.0,369.0,149.0,3.0,187.0,3176.0
Number,2002-09-30,207.0,92.0,37.0,371.0,203.0,171.0,235.0,17.0,130.0,207.0,783.0,406.0,141.0,5.0,171.0,3176.0
Number,2002-10-31,237.0,102.0,29.0,431.0,248.0,187.0,241.0,26.0,155.0,219.0,800.0,441.0,164.0,7.0,177.0,3464.0
Number,2002-11-30,179.0,88.0,26.0,367.0,205.0,194.0,199.0,17.0,128.0,144.0,686.0,335.0,126.0,5.0,172.0,2871.0
Number,2002-12-31,144.0,97.0,34.0,333.0,212.0,149.0,206.0,15.0,106.0,146.0,588.0,296.0,114.0,5.0,133.0,2578.0
Number,2003-01-31,166.0,120.0,34.0,396.0,192.0,160.0,217.0,10.0,102.0,164.0,738.0,273.0,139.0,4.0,125.0,2840.0
Number,2003-02-28,179.0,82.0,32.0,327.0,202.0,137.0,203.0,10.0,109.0,184.0,684.0,278.0,113.0,2.0,122.0,2664.0
Number,2003-03-31,231.0,105.0,41.0,501.0,255.0,158.0,303.0,12.0,158.0,214.0,886.0,356.0,161.0,3.0,161.0,3545.0
Number,2003-04-30,190.0,98.0,46.0,370.0,236.0,155.0,201.0,15.0,156.0,180.0,730.0,288.0,147.0,6.0,159.0,2977.0
Number,2003-05-31,198.0,123.0,33.0,418.0,209.0,141.0,226.0,18.0,138.0,213.0,775.0,331.0,141.0,4.0,158.0,3126.0
Number,2003-06-30,229.0,129.0,53.0,430.0,232.0,172.0,267.0,20.0,125.0,191.0,833.0,356.0,132.0,1.0,165.0,3335.0
Number,2003-07-31,256.0,124.0,40.0,508.0,272.0,160.0,288.0,21.0,134.0,188.0,851.0,368.0,173.0,6.0,195.0,3584.0
Number,2003-08-31,240.0,134.0,50.0,502.0,224.0,166.0,282.0,18.0,128.0,171.0,891.0,346.0,151.0,6.0,181.0,3490.0
Number,2003-09-30,247.0,156.0,46.0,502.0,246.0,153.0,286.0,22.0,160.0,220.0,936.0,399.0,159.0,11.0,201.0,3744.0
Number,2003-10-31,232.0,160.0,45.0,476.0,235.0,230.0,321.0,25.0,123.0,181.0,972.0,376.0,140.0,2.0,228.0,3746.0
Number,2003-11-30,180.0,152.0,40.0,373.0,212.0,171.0,272.0,20.0,125.0,171.0,737.0,295.0,143.0,4.0,153.0,3048.0
Number,2003-12-31,185.0,209.0,49.0,416.0,228.0,161.0,257.0,11.0,110.0,148.0,819.0,313.0,133.0,3.0,198.0,3240.0
Number,2004-01-31,195.0,134.0,50.0,444.0,195.0,155.0,206.0,12.0,91.0,162.0,704.0,268.0,149.0,1.0,124.0,2890.0
Number,2004-02-29,206.0,173.0,42.0,443.0,247.0,170.0,290.0,23.0,134.0,205.0,794.0,382.0,162.0,8.0,189.0,3468.0
Number,2004-03-31,236.0,182.0,58.0,518.0,275.0,180.0,332.0,18.0,152.0,218.0,968.0,398.0,204.0,6.0,196.0,3941.0
Number,2004-04-30,193.0,188.0,59.0,596.0,257.0,174.0,298.0,21.0,162.0,233.0,909.0,352.0,167.0,1.0,191.0,3801.0
Number,2004-05-31,218.0,182.0,48.0,452.0,214.0,179.0,296.0,26.0,174.0,185.0,837.0,414.0,159.0,10.0,198.0,3592.0
Number,2004-06-30,196.0,175.0,62.0,495.0,226.0,188.0,259.0,23.0,138.0,173.0,867.0,316.0,142.0,7.0,188.0,3455.0
Number,2004-07-31,234.0,173.0,50.0,459.0,279.0,173.0,312.0,23.0,138.0,191.0,942.0,421.0,156.0,3.0,241.0,3795.0
Number,2004-08-31,193.0,162.0,44.0,500.0,261.0,184.0,296.0,20.0,132.0,186.0,908.0,357.0,153.0,10.0,179.0,3585.0
Number,2004-09-30,177.0,197.0,66.0,464.0,253.0,149.0,290.0,19.0,157.0,163.0,848.0,337.0,173.0,15.0,183.0,3491.0
Number,2004-10-31,229.0,198.0,48.0,491.0,287.0,139.0,305.0,21.0,151.0,177.0,883.0,346.0,130.0,7.0,195.0,3607.0
Number,2004-11-30,138.0,173.0,51.0,454.0,237.0,139.0,276.0,13.0,143.0,141.0,752.0,300.0,145.0,7.0,180.0,3149.0
Number,2004-12-31,184.0,262.0,51.0,453.0,260.0,165.0,297.0,20.0,146.0,161.0,831.0,315.0,144.0,9.0,181.0,3479.0
Number,2005-01-31,194.0,197.0,54.0,502.0,277.0,164.0,239.0,20.0,155.0,153.0,799.0,304.0,151.0,3.0,164.0,3376.0
Number,2005-02-28,142.0,170.0,36.0,365.0,216.0,126.0,211.0,21.0,110.0,141.0,628.0,230.0,145.0,3.0,115.0,2659.0
Number,2005-03-31,196.0,195.0,66.0,444.0,303.0,167.0,332.0,23.0,162.0,225.0,891.0,439.0,172.0,4.0,225.0,3844.0
Number,2005-04-30,205.0,220.0,65.0,492.0,320.0,176.0,337.0,22.0,178.0,218.0,921.0,349.0,180.0,5.0,196.0,3884.0
