Units,Timepoint,1.0: Food & Live Animals,1.1: Beverages & Tobacco,1.2: Crude Materials (Excl Fuels),"1.3: Mineral Fuels, Lubricants & Related Materials",1.4: Animal & Vegetable Oils Fats & Waxes,1.5: Chemicals & Chemical Products,1.6: Manufactured Goods,1.7: Machinery & Transport Equipment,1.8: Miscellaneous Manufactured Articles,1: Export Price Index - Overall Items,2: Non-Oil Export Price Index
Index,1978-01-31,84.323,54.731,61.347,35.355,126.798,69.848,81.253,317.904,107.289,157.389,216.72
Index,1978-02-28,82.728,54.37,61.772,35.214,133.245,69.848,81.6,317.637,107.405,157.389,216.913
Index,1978-03-31,79.755,54.731,61.631,35.129,133.613,69.935,81.514,318.436,107.405,156.949,216.337
Index,1978-04-30,78.594,54.731,62.127,35.214,135.27,69.761,82.982,317.904,107.289,157.241,216.72
Index,1978-05-31,79.031,54.804,64.038,35.27,137.02,69.761,83.499,312.317,106.478,157.389,216.72
Index,1978-06-30,79.393,55.02,67.156,35.412,140.058,69.761,84.19,312.05,107.637,158.86,219.41
Index,1978-07-31,77.942,55.093,66.801,34.987,138.954,69.761,85.226,310.455,109.026,158.125,219.217
Index,1978-08-31,76.854,54.659,68.36,34.987,130.482,69.935,86.003,312.05,108.911,158.712,220.18
Index,1978-09-30,77.507,55.165,70.84,34.817,132.877,69.674,86.349,311.254,108.911,159.448,222.099
Index,1978-10-31,79.103,55.165,73.46,34.028,131.863,69.065,87.385,308.327,108.563,159.303,223.445
Index,1978-11-30,78.014,55.165,74.736,34.252,132.324,69.326,87.902,309.391,108.448,159.742,224.597
Index,1978-12-31,79.32,54.731,73.319,34.225,132.692,70.021,88.162,312.317,108.911,160.036,224.983
Index,1979-01-31,77.797,54.948,72.752,35.497,137.757,71.845,89.629,319.767,110.533,163.273,227.672
Index,1979-02-28,77.942,54.804,76.506,36.824,142.821,71.584,90.062,322.958,110.418,166.802,231.323
Index,1979-03-31,78.087,55.093,77.285,37.673,138.033,72.106,90.407,322.958,110.186,168.273,231.706
Index,1979-04-30,79.248,55.165,82.174,41.94,140.979,73.757,92.048,322.958,110.186,176.363,236.51
Index,1979-05-31,80.625,55.453,85.361,42.844,143.467,74.278,92.393,321.097,110.301,178.864,239.201
Index,1979-06-30,84.032,56.248,87.983,46.717,145.123,76.19,93.17,313.914,109.838,184.895,240.16
Index,1979-07-31,84.83,56.248,85.716,52.199,145.86,76.884,94.466,317.371,110.418,192.692,240.544
Index,1979-08-31,85.482,56.97,84.016,51.943,141.44,77.926,94.466,317.106,110.881,191.809,239.584
Index,1979-09-30,85.337,57.619,83.803,53.753,140.427,78.623,95.156,317.371,110.881,194.456,239.777
Index,1979-10-31,84.757,57.619,83.874,55.816,138.218,79.403,97.228,316.042,110.649,197.399,239.969
Index,1979-11-30,85.772,57.619,84.44,56.917,137.481,80.186,97.66,320.831,110.649,199.899,242.273
Index,1979-12-31,85.482,57.692,85.433,61.609,134.626,81.228,97.92,321.097,111.228,206.665,243.233
Index,1980-01-31,86.86,61.59,90.815,67.912,144.11,93.217,101.718,324.022,115.051,220.491,252.842
Index,1980-02-29,86.787,61.59,95.562,70.653,146.781,93.824,102.151,324.289,115.746,226.082,256.684
Index,1980-03-31,87.44,61.59,90.392,73.959,145.492,95.996,102.928,326.418,115.979,229.612,254.57
Index,1980-04-30,86.57,62.096,89.682,72.857,141.992,96.257,103.705,329.077,116.326,228.288,254.57
Index,1980-05-31,85.918,62.458,84.37,73.31,133.336,96.431,103.187,333.6,116.674,227.258,251.688
Index,1980-06-30,83.888,63.829,83.307,73.225,129.377,96.343,102.151,333.6,117.021,226.227,249.958
Index,1980-07-31,82.366,63.973,81.962,75.769,127.444,96.343,102.323,334.664,118.643,229.318,249.191
Index,1980-08-31,82.656,64.407,82.741,75.909,124.404,96.257,102.495,333.6,119.107,229.905,249.574
Index,1980-09-30,83.742,64.478,83.59,75.598,122.839,96.691,102.495,332.268,118.412,229.464,250.151
Index,1980-10-31,84.757,65.852,81.677,76.446,120.905,96.431,102.237,331.737,118.99,230.052,248.806
Index,1980-11-30,86.425,65.852,80.332,77.52,123.391,96.431,101.461,331.737,118.99,231.229,248.036
Index,1980-12-31,85.772,66.284,79.553,77.691,125.418,96.431,101.461,333.6,119.57,231.523,248.229
Index,1981-01-31,85.12,66.574,78.49,81.619,123.115,95.563,101.287,353.818,123.162,239.173,252.842
Index,1981-02-28,84.468,67.151,77.215,81.533,121.642,95.736,101.2,353.019,123.394,238.583,251.688
Index,1981-03-31,83.235,66.79,74.736,81.985,122.839,95.911,101.461,352.487,123.278,238.289,249.958
Index,1981-04-30,82.438,67.151,70.84,82.72,121.09,95.736,101.718,353.019,123.394,237.996,247.268
Index,1981-05-31,81.567,67.223,72.115,83.71,126.707,95.911,102.151,359.406,123.394,240.643,249.958
Index,1981-06-30,79.465,67.151,69.848,82.523,130.114,95.824,103.014,360.734,123.046,238.289,248.614
Index,1981-07-31,80.843,67.367,66.944,82.07,119.893,96.171,104.396,371.376,123.626,238.289,249.958
Index,1981-08-31,80.843,67.296,66.093,82.155,116.762,96.257,104.396,372.174,123.626,238.289,249.191
Index,1981-09-30,80.915,68.162,64.038,81.448,114.828,96.257,104.223,371.641,123.74,236.525,247.847
Index,1981-10-31,81.06,68.307,59.434,79.78,111.053,99.993,104.309,371.376,123.046,232.847,245.155
Index,1981-11-30,81.277,68.307,57.805,79.329,108.659,99.559,103.963,370.045,123.278,231.229,243.425
Index,1981-12-31,80.697,68.162,58.514,79.16,102.581,99.124,103.359,368.45,123.278,230.788,242.658
Index,1982-01-31,81.567,68.162,59.009,79.16,104.146,98.951,102.237,372.174,122.003,231.081,243.617
Index,1982-02-28,82.219,68.378,58.797,79.894,104.514,99.124,102.495,372.174,122.234,232.405,243.811
Index,1982-03-31,83.308,68.378,58.656,79.753,104.791,99.733,101.029,375.365,122.234,232.554,244.579
Index,1982-04-30,82.8,69.028,58.443,77.888,104.791,99.733,100.856,374.303,122.119,229.612,243.811
Index,1982-05-31,81.712,69.028,58.656,76.814,105.16,98.951,99.301,372.44,121.656,227.258,242.466
Index,1982-06-30,81.35,69.028,57.805,77.464,104.239,98.69,98.265,372.973,121.539,227.846,241.506
Index,1982-07-31,79.826,69.101,57.735,78.284,102.581,98.343,98.955,366.321,121.539,227.846,239.391
Index,1982-08-31,79.031,69.101,57.735,79.018,102.305,97.995,98.955,368.184,121.192,228.876,239.584
Index,1982-09-30,78.885,68.956,58.017,78.736,101.384,97.299,98.87,367.385,121.308,228.582,239.391
Index,1982-10-31,78.594,68.956,58.301,79.697,100.371,97.127,96.71,367.119,121.192,229.318,238.43
Index,1982-11-30,78.087,68.883,58.017,80.206,100.463,97.212,96.194,366.321,121.308,229.905,237.856
Index,1982-12-31,78.667,68.812,57.239,78.933,100.371,97.212,96.107,370.045,121.076,228.288,238.43
Index,1983-01-31,77.797,69.678,56.53,76.051,99.082,97.127,95.415,363.661,119.222,222.844,235.358
Index,1983-02-28,77.725,69.678,61.631,75.854,99.357,97.04,95.415,361.533,119.107,223.874,238.047
Index,1983-03-31,77.652,69.245,68.29,75.966,98.99,97.212,95.415,370.844,118.99,227.258,244.771
Index,1983-04-30,77.58,69.317,70.84,69.438,97.608,96.257,95.502,371.376,119.222,219.315,246.501
Index,1983-05-31,77.652,69.317,67.581,69.098,97.977,96.605,95.588,376.697,118.99,218.433,245.924
Index,1983-06-30,77.942,69.317,68.856,70.031,98.621,97.04,95.933,377.228,118.99,220.344,246.884
Index,1983-07-31,77.29,69.389,70.556,67.516,99.818,97.127,94.466,376.429,118.063,216.961,247.268
Index,1983-08-31,78.014,69.389,70.485,66.215,104.054,97.299,94.207,374.836,117.948,215.197,246.884
Index,1983-09-30,78.958,69.389,68.36,65.821,107.369,97.735,94.207,377.228,117.948,214.461,246.693
Index,1983-10-31,79.826,68.089,68.29,65.876,108.014,97.646,93.947,380.685,117.369,215.05,247.653
Index,1983-11-30,82.147,68.089,69.069,65.736,107.092,97.821,93.947,374.836,117.6,214.461,247.268
Index,1983-12-31,83.815,67.801,69.707,65.453,107.461,97.821,93.688,376.697,117.6,214.901,248.614
Index,1984-01-31,84.612,67.439,70.556,64.408,137.388,100.427,93.516,367.385,117.832,213.579,248.806
Index,1984-02-29,84.032,67.439,71.549,64.408,151.109,100.427,93.688,369.781,117.832,214.461,250.727
Index,1984-03-31,83.163,67.511,71.122,63.588,144.295,100.427,92.653,369.781,118.18,212.843,249.574
Index,1984-04-30,82.219,67.367,69.423,63.984,138.033,100.601,92.221,367.119,118.412,212.107,247.268
Index,1984-05-31,82.366,67.367,66.73,64.775,140.243,100.515,92.393,363.661,118.527,211.959,244.771
Index,1984-06-30,81.422,67.367,63.614,65.171,136.006,100.515,92.135,364.194,118.527,211.225,242.081
Index,1984-07-31,80.553,66.862,63.189,65.311,123.207,99.646,92.048,355.415,118.643,209.606,238.623
Index,1984-08-31,80.77,66.862,63.685,64.492,121.366,99.818,91.702,354.084,119.107,208.577,238.43
Index,1984-09-30,81.277,66.862,64.038,64.069,117.96,99.818,91.184,354.351,119.107,207.99,238.623
Index,1984-10-31,81.785,66.79,60.708,63.899,118.972,99.385,90.148,355.679,118.643,206.518,236.51
Index,1984-11-30,80.553,67.006,59.859,63.757,120.905,99.21,89.889,355.15,119.107,206.076,235.358
Index,1984-12-31,80.915,67.006,59.718,64.069,118.787,99.124,89.544,355.15,119.107,206.223,235.165
Index,1985-01-31,85.772,66.14,59.009,64.181,113.354,98.43,88.507,378.56,116.211,209.314,240.928
Index,1985-02-28,86.353,66.14,59.152,65.002,114.551,97.821,89.544,380.154,117.6,210.931,242.273
Index,1985-03-31,86.063,66.14,59.646,65.906,113.723,97.646,89.198,383.081,117.138,211.959,242.85
Index,1985-04-30,87.295,66.212,60.78,64.775,116.117,95.996,88.853,379.091,116.906,210.342,242.081
Index,1985-05-31,86.498,66.212,60.285,64.634,115.197,96.343,88.853,375.898,118.18,209.606,240.928
Index,1985-06-30,86.208,66.212,60.213,62.344,117.775,97.127,89.026,371.11,117.948,206.665,239.777
Index,1985-07-31,85.337,66.284,58.301,61.977,114.092,97.387,88.68,368.717,119.455,205.341,238.239
Index,1985-08-31,83.96,66.284,56.742,62.062,100.647,97.387,88.594,373.504,120.034,205.048,237.471
Index,1985-09-30,82.51,66.212,55.256,63.249,97.147,97.646,88.334,371.11,118.99,204.899,235.358
Index,1985-10-31,81.712,66.284,55.538,61.214,91.531,95.824,87.557,362.331,117.369,200.193,231.323
Index,1985-11-30,82.873,66.284,53.98,60.79,88.307,94.693,87.126,372.705,116.906,201.074,233.244
Index,1985-12-31,85.12,66.284,54.121,60.253,85.637,93.824,87.385,354.351,117.138,197.399,227.672
Index,1986-01-31,87.077,67.006,53.554,59.687,83.796,94.954,82.549,357.543,117.369,196.662,227.672
Index,1986-02-28,87.948,67.006,56.601,53.611,82.875,95.563,82.895,358.341,118.412,191.955,229.785
Index,1986-03-31,87.658,67.006,57.735,44.541,78.639,95.996,83.24,360.204,119.918,183.423,230.552
Index,1986-04-30,86.063,67.151,56.742,37.531,76.89,97.04,82.895,360.734,120.034,176.216,230.17
