Units,Timepoint,1.1.1.1: Exports Of Goods,1.1.1.2: Imports Of Goods,1.1.1: Goods Balance,1.1.2.1.10: Charges For The Use Of Intellectual Property,"1.1.2.1.11: Personal, Cultural And Recreational",1.1.2.1.12.10: Others,1.1.2.1.12.1: Accounting,1.1.2.1.12.2: Advertising And Market Research,1.1.2.1.12.3: Architectural,1.1.2.1.12.4: Business Management,1.1.2.1.12.5: Engineering And Technical,1.1.2.1.12.6: Legal,1.1.2.1.12.7: Research And Development,1.1.2.1.12.8: Operating Leasing,1.1.2.1.12.9: Trade-Related,1.1.2.1.12: Other Business Services,1.1.2.1.1: Manufacturing Services On Physical Inputs Owned By Others,1.1.2.1.2: Maintenance And Repair Services,1.1.2.1.3.1: Freight,1.1.2.1.3.2: Others,1.1.2.1.3: Transport,1.1.2.1.4: Travel,1.1.2.1.5: Insurance,1.1.2.1.6: Government Goods And Services,1.1.2.1.7: Construction,1.1.2.1.8: Financial,"1.1.2.1.9: Telecommunications, Computer & Information",1.1.2.1: Exports Of Services,1.1.2.2.10: Charges For The Use Of Intellectual Property,"1.1.2.2.11: Personal, Cultural And Recreational",1.1.2.2.12.10: Others,1.1.2.2.12.1: Accounting,1.1.2.2.12.2: Advertising And Market Research,1.1.2.2.12.3: Architectural,1.1.2.2.12.4: Business Management,1.1.2.2.12.5: Engineering And Technical,1.1.2.2.12.6: Legal,1.1.2.2.12.7: Research And Development,1.1.2.2.12.8: Operating Leasing,1.1.2.2.12.9: Trade-Related,1.1.2.2.12: Other Business Services,1.1.2.2.1: Manufacturing Services On Physical Inputs Owned By Others,1.1.2.2.2: Maintenance And Repair Services,1.1.2.2.3.1: Freight,1.1.2.2.3.2: Others,1.1.2.2.3: Transport,1.1.2.2.4: Travel,1.1.2.2.5: Insurance,1.1.2.2.6: Government Goods And Services,1.1.2.2.7: Construction,1.1.2.2.8: Financial,"1.1.2.2.9: Telecommunications, Computer & Information",1.1.2.2: Imports Of Services,1.1.2: Services Balance,1.1.3.1: Primary Income Receipts,1.1.3.2: Primary Income Payments,1.1.3: Primary Income Balance,1.1.4.3: Secondary Income Receipts,1.1.4.4: Secondary Income Payments,1.1.4: Secondary Income Balance,1.1: A Current Account Balance,1.2.2.1.1: Assets,1.2.2.1.2: Liabilities,1.2.2.1: Direct Investment,"1.2.2.2.1.1: Deposit-Taking Corporations, Except The Central Bank",1.2.2.2.1.2: Official,1.2.2.2.1.3: Others,1.2.2.2.1: Assets,"1.2.2.2.2.1: Deposit-Taking Corporations, Except The Central Bank",1.2.2.2.2.2: Others,1.2.2.2.2: Liabilities,1.2.2.2: Portfolio Investment,1.2.2.3.1: Assets,1.2.2.3.2: Liabilities,1.2.2.3: Financial Derivatives,"1.2.2.4.1.1: Deposit-Taking Corporations, Except The Central Bank",1.2.2.4.1.2: Official,1.2.2.4.1.3: Others,1.2.2.4.1: Assets,"1.2.2.4.2.1: Deposit-Taking Corporations, Except The Central Bank",1.2.2.4.2.2: Others,1.2.2.4.2: Liabilities,1.2.2.4: Other Investment,1.2.2: Financial Account (Net),1.2: B Capital & Financial Account Balance,1.3: C Net Errors & Omissions,1: D Overall Balance (A-B+C),2.1: Special Drawing Rights,2.2: Reserves Position In The IMF,2.3: Foreign Exchange Assets,2: E Reserve Assets
Million Dollars,2014-03-31,138752.3,116325.8,22426.5,1326.5,202.0,128.8,81.5,1874.8,91.8,4994.3,1477.9,164.5,221.5,1193.5,1158.1,11386.7,104.1,3007.1,12367.5,3155.7,15523.2,6400.5,1082.2,99.1,364.7,5985.9,2478.2,47960.2,6282.1,154.0,63.8,66.8,862.4,14.4,4442.0,819.1,73.1,2613.6,1845.9,2936.7,13737.8,1925.4,215.3,9004.5,5209.9,14214.4,8131.4,858.7,115.9,121.5,1399.1,5044.8,52200.4,-4240.2,21454.2,24989.5,-3535.3,3336.4,5218.0,-1881.6,12769.4,15891.2,29073.5,-13182.3,13839.0,3784.5,3225.2,20848.7,7355.0,-8327.0,-972.0,21820.7,763.7,1170.1,-406.4,-11009.1,1519.2,6471.8,-3018.1,1693.5,-7802.4,-6108.9,3090.8,11322.8,11322.8,-999.0,447.6,0.1,-14.1,461.6,447.6
Million Dollars,2014-06-30,146206.5,119576.4,26630.1,1259.7,188.0,132.0,88.5,1985.8,97.3,5240.8,1518.1,164.6,228.7,1225.5,1227.0,11908.3,107.0,2192.6,13083.5,3156.3,16239.8,5853.5,1107.6,99.0,356.7,5930.0,2470.3,47712.5,6412.1,155.7,65.9,68.0,856.0,14.1,4206.5,841.3,73.7,2685.9,1895.4,2859.7,13566.5,1978.7,215.7,9292.7,5287.7,14580.4,8336.8,1069.6,54.6,124.0,1219.4,4994.1,52707.6,-4995.1,22435.9,26337.9,-3902.0,3143.4,5123.2,-1979.8,15753.2,16387.3,16734.1,-346.8,26319.6,4937.9,6532.4,37789.9,1819.5,-153.0,1666.5,36123.4,2612.6,2775.4,-162.8,-5420.8,3008.0,5557.0,3144.2,14751.9,14128.6,28880.5,-25736.3,9877.5,9877.5,-1221.2,4654.5,-14.1,-14.0,4682.6,4654.5
Million Dollars,2014-09-30,144338.7,113875.9,30462.8,1247.3,196.6,135.4,81.5,2008.3,98.5,5341.8,1507.4,172.9,229.2,1242.0,1221.5,12038.5,106.3,2465.0,12817.0,3421.1,16238.1,6130.3,1050.8,98.8,372.9,6457.1,2534.5,48936.2,6668.1,152.5,67.5,82.0,833.7,13.9,4143.3,835.2,71.6,2666.8,1920.8,2803.7,13438.5,1964.6,243.9,9127.6,5258.1,14385.7,7616.9,848.2,57.1,127.5,1332.8,5077.2,51913.0,-2976.8,23223.5,25994.1,-2770.6,3110.5,5149.9,-2039.4,22676.0,17393.3,18964.0,-1570.7,-10322.4,5675.7,5547.7,901.0,174.3,57.5,231.8,669.2,1995.6,2349.3,-353.7,24832.4,8055.8,948.2,33836.4,4680.5,9434.5,14115.0,19721.4,18466.2,18466.2,-804.6,3405.2,-31.4,-46.4,3483.0,3405.2
Million Dollars,2014-12-31,141653.9,111326.5,30327.4,1120.0,214.8,135.0,80.7,2085.4,102.0,5545.3,1517.6,174.8,235.2,1241.5,1293.3,12410.8,107.0,2188.4,12649.2,3268.5,15917.7,5893.1,1000.9,98.4,380.1,8291.5,2611.6,50234.3,7090.6,163.1,67.7,74.0,866.5,14.5,4526.5,841.0,80.3,2685.3,1919.6,3147.4,14222.8,1978.1,205.8,9159.7,5482.1,14641.8,8283.6,832.9,67.5,124.6,1550.7,5195.1,54356.6,-4122.3,23016.1,26686.1,-3670.0,2840.8,4962.5,-2121.7,20413.4,16819.8,22272.8,-5453.0,-8608.8,5710.4,5742.7,2844.3,2098.7,397.8,2496.5,347.8,-215.5,2477.9,-2693.4,41990.0,9446.4,7790.2,59226.6,31115.8,59.3,31175.1,28051.5,20252.9,20252.9,-50.0,110.5,25.6,-138.1,223.0,110.5
Million Dollars,2015-03-31,135365.0,101356.1,34008.9,2822.8,208.3,139.3,78.2,2381.2,89.6,5488.9,1283.7,168.2,260.4,1455.6,1305.0,12650.1,85.8,2175.2,12936.8,3292.8,16229.6,5641.9,1320.3,99.6,276.9,6880.0,2994.0,51384.5,6313.5,170.3,83.5,75.4,927.8,11.3,4706.4,813.3,77.0,4238.9,1280.8,3025.7,15240.1,2064.5,230.9,10731.0,5525.0,16256.0,7790.4,1080.5,101.4,118.3,1582.2,3735.2,54683.3,-3298.8,22223.4,30717.9,-8494.5,3473.8,5276.9,-1803.1,20412.5,14611.5,22590.2,-7978.7,-4285.5,4180.6,8667.9,8563.0,-653.7,-1280.1,-1933.8,10496.8,3078.5,-3403.9,6482.4,39943.8,4064.0,8607.1,52614.9,37860.5,3385.0,41245.5,11369.4,20369.9,20369.9,-1353.5,-1310.9,-23.8,-257.3,-1029.8,-1310.9
Million Dollars,2015-06-30,137023.6,106872.6,30151.0,3220.0,200.3,142.3,83.7,2523.8,94.3,5771.2,1318.1,200.8,266.9,1470.0,1377.3,13248.4,88.2,2315.4,12951.0,3157.5,16108.5,5392.7,1325.8,99.5,290.3,7044.0,3040.5,52373.6,6808.1,170.0,86.6,77.1,951.7,11.4,4487.4,835.8,77.4,4357.3,1293.7,2956.8,15135.2,2122.1,229.1,11029.4,5557.6,16587.0,8238.6,1103.5,47.6,121.1,1450.0,3717.0,55729.3,-3355.7,23886.4,32159.1,-8272.7,3299.7,5188.1,-1888.4,16634.2,20159.0,25340.1,-5181.1,-9394.2,5592.6,23825.3,20023.7,-2033.3,-869.0,-2902.3,22926.0,-7734.6,-1349.1,-6385.5,-39735.4,3309.8,-7753.0,-44178.6,-48348.4,2974.9,-45373.5,1194.9,12554.3,12554.3,-1393.4,2686.5,1.4,-7.7,2692.8,2686.5
Million Dollars,2015-09-30,136164.1,106010.2,30153.9,2864.1,212.1,148.4,68.9,2633.2,98.0,6027.8,1289.7,184.7,262.6,1492.5,1383.1,13588.9,86.2,2382.2,12908.2,3463.7,16371.9,6213.8,1310.0,99.1,298.8,7018.0,3072.2,53517.3,6803.3,170.2,90.3,93.5,942.8,11.8,4592.5,818.1,76.7,4262.2,1313.4,2923.0,15124.3,2075.8,255.8,11057.5,5389.8,16447.3,7866.4,1168.8,56.3,107.9,1568.3,3718.9,55363.3,-1846.0,27493.8,32123.5,-4629.7,3363.9,5270.5,-1906.6,21771.6,13811.5,25838.8,-12027.3,4368.3,8910.4,2270.6,15549.3,-506.9,-684.0,-1190.9,16740.2,-8542.0,3279.1,-11821.1,90296.6,4940.0,6278.0,101514.6,73658.5,884.0,74542.5,26972.1,19863.9,19863.9,-1428.3,479.4,95.1,58.9,325.4,479.4
Million Dollars,2015-12-31,136183.7,103229.6,32954.1,2987.2,232.1,147.1,76.5,2693.7,100.1,6167.9,1291.6,213.1,264.6,1465.2,1403.7,13823.5,86.3,2442.4,12002.1,3385.0,15387.1,5597.1,1356.6,98.8,306.2,7937.7,3092.3,53347.3,6747.1,174.7,90.7,85.0,986.5,12.4,4963.6,819.7,84.3,4268.1,1289.5,3191.5,15791.3,2078.8,213.5,10763.6,5557.7,16321.3,8629.5,1023.9,69.4,119.6,1593.5,3761.1,56523.7,-3176.4,24941.1,32437.0,-7495.9,3411.7,5357.3,-1945.6,20336.2,13592.0,22158.7,-8566.7,11701.0,6340.3,14009.7,32051.0,-2268.6,-277.5,-2546.1,34597.1,1970.4,-2171.1,4141.5,-68404.8,2365.5,-7395.5,-73434.8,-64510.8,1981.3,-62529.5,-10905.3,19266.6,19266.6,-1423.9,-354.3,-32.9,-25.5,-295.9,-354.3
Million Dollars,2016-03-31,120026.2,90916.4,29109.8,2248.8,180.4,186.2,81.0,2499.8,86.1,5858.8,1123.0,184.5,224.8,1246.3,1140.3,12630.8,67.5,1861.1,10242.1,3358.4,13600.5,5933.0,1566.1,101.4,307.4,7101.4,4357.8,49956.2,5227.6,130.3,97.5,92.5,1070.3,18.0,5520.9,839.4,83.2,3458.6,1179.6,3478.6,15838.6,1840.1,223.9,9172.0,5438.3,14610.3,8003.7,1560.5,105.9,143.6,1607.1,4456.8,53748.4,-3792.2,25000.4,32084.6,-7084.2,3919.0,6425.3,-2506.3,15727.1,11958.2,13405.5,-1447.3,-35971.0,5146.1,23811.6,-7013.3,4859.3,-7166.0,-2306.7,-4706.6,2186.9,2323.4,-136.5,-4929.7,2198.6,9652.4,6921.3,-14557.9,-8676.4,-23234.3,30155.6,23865.2,23865.2,-582.2,-8720.3,-305.4,566.9,-8981.8,-8720.3
Million Dollars,2016-06-30,127565.5,96184.8,31380.7,2742.2,180.6,187.5,90.7,2577.6,87.5,5916.9,1175.9,237.7,235.0,1284.0,1203.3,12996.1,67.1,2304.8,11312.4,3246.6,14559.0,6726.6,1598.6,101.3,336.8,7064.4,4261.9,52939.4,5345.2,132.2,98.8,92.8,1065.7,17.6,5257.6,812.2,83.4,3624.6,1215.4,3399.7,15667.8,2079.1,225.4,9778.8,5484.2,15263.0,8444.0,1498.9,73.4,128.6,1520.8,4420.6,54799.0,-1859.6,26938.3,33724.1,-6785.8,3517.6,6186.0,-2668.4,20066.9,8756.4,30785.6,-22029.2,9252.2,6816.9,3156.7,19225.8,4256.2,-1218.0,3038.2,16187.6,3764.8,-3087.4,6852.2,10582.8,11307.6,-627.9,21262.5,-3995.9,11938.4,7942.5,13320.0,14330.6,14330.6,-979.0,4757.3,-13.5,-21.0,4791.8,4757.3
Million Dollars,2016-09-30,129084.6,95976.2,33108.4,2359.7,193.8,184.3,72.1,2637.8,89.0,5933.3,1153.3,219.1,230.5,1282.0,1266.9,13068.3,74.5,2080.8,10960.6,3415.0,14375.6,7153.4,1448.6,101.2,342.6,7263.8,4244.8,52707.1,5281.5,135.8,99.0,107.6,1048.6,17.9,5267.1,786.1,80.9,3554.8,1213.5,3426.5,15602.0,1925.4,256.6,9356.1,5370.2,14726.3,7832.5,1497.8,62.2,122.5,1529.1,4396.3,53368.0,-660.9,28837.7,34085.5,-5247.8,4002.4,6506.5,-2504.1,24695.6,13416.5,16632.0,-3215.5,10748.6,7342.5,-6877.0,11214.1,606.6,14777.5,15384.1,-4170.0,1495.2,-4834.1,6329.3,-795.9,27756.8,4420.7,31381.6,-8176.1,18033.9,9857.8,21523.8,20467.6,20467.6,1206.4,5434.4,21.3,21.2,5391.9,5434.4
Million Dollars,2016-12-31,138902.2,108324.2,30578.0,2383.5,197.6,187.7,77.7,3105.5,88.7,5902.1,1265.7,229.5,254.1,1304.5,1360.0,13775.5,75.7,2291.0,11495.2,3320.3,14815.5,6399.8,1463.5,100.9,376.4,8830.5,3908.5,54618.4,5789.9,144.0,99.9,99.1,1074.1,18.5,5666.6,886.0,89.2,3906.7,1234.8,3862.2,16937.1,1845.1,218.2,9808.0,5701.8,15509.8,8783.2,1475.4,68.8,119.4,1706.3,4374.6,56971.8,-2353.4,27370.3,35159.3,-7789.0,3574.7,6167.0,-2592.3,17843.3,20442.5,29478.9,-9036.4,1660.7,6931.8,3839.7,12432.2,4325.5,-4599.6,-274.1,12706.3,1744.0,-1910.9,3654.9,29044.6,18421.0,12557.0,60022.6,37609.3,7329.7,44939.0,15083.6,22408.4,22408.4,638.4,-3926.7,26.4,22.0,-3975.1,-3926.7
Million Dollars,2017-03-31,138758.8,104255.1,34503.7,2503.8,166.1,200.5,78.1,3991.1,85.1,5393.5,915.3,230.7,256.3,1027.7,1638.3,13816.6,59.6,1881.5,12320.1,3518.7,15838.8,7027.3,1473.9,102.4,244.9,8833.7,4731.1,56679.7,5122.5,141.1,89.4,94.4,1986.7,13.8,5752.9,788.1,85.6,5225.1,1354.3,3881.3,19271.6,2123.9,198.2,11513.6,5619.6,17133.2,8200.2,1208.0,110.1,124.3,1900.9,5228.9,60762.9,-4083.2,34400.3,42811.3,-8411.0,3341.2,5066.6,-1725.4,20284.1,20023.1,45906.3,-25883.2,1358.2,7304.1,-2796.3,5866.0,2106.3,5530.5,7636.8,-1770.8,-2662.7,-4069.4,1406.7,-1538.0,17470.6,6676.0,22608.6,-9238.6,2996.8,-6241.8,28850.4,2603.1,2603.1,-1067.2,16613.8,-32.6,-135.0,16781.4,16613.8
Million Dollars,2017-06-30,140554.1,106470.1,34084.0,2957.5,161.0,207.0,84.2,4452.3,89.1,5586.9,959.6,242.9,265.1,1048.6,1653.5,14589.2,63.1,1949.4,13214.2,3606.6,16820.8,6847.1,1656.6,102.3,247.8,9166.7,4584.1,59145.6,5484.3,143.3,92.8,95.9,2003.8,13.6,5788.9,782.9,86.2,5482.3,1382.3,3715.9,19444.6,1957.6,202.1,11751.0,5724.4,17475.4,8692.1,1405.8,48.6,118.7,1809.8,5207.1,61989.4,-2843.8,33865.6,42031.4,-8165.8,3471.4,5391.0,-1919.6,21154.8,28500.8,18100.1,10400.7,13502.4,8998.3,2858.5,25359.2,4148.9,4551.9,8700.8,16658.4,-1275.4,2680.5,-3955.9,-21129.5,13187.0,6553.2,-1389.3,-24565.8,29028.6,4462.8,-5852.1,17251.1,17251.1,539.5,4443.2,14.0,7.5,4421.7,4443.2
Million Dollars,2017-09-30,144415.3,109096.4,35318.9,2730.8,171.0,215.5,69.5,4629.5,90.0,5653.4,1033.3,239.0,282.7,1056.9,1684.2,14954.0,60.4,2070.2,12863.7,4024.0,16887.7,7043.9,1697.6,102.2,250.4,9468.8,4511.1,59948.1,5633.2,146.6,95.2,113.1,1965.7,13.8,5845.6,779.5,84.0,5909.3,1393.3,3684.8,19884.3,1942.3,230.4,11790.8,5672.9,17463.7,8239.5,1410.2,64.0,131.2,1936.0,5184.8,62266.2,-2318.1,36815.0,43568.4,-6753.4,3774.2,5646.9,-1872.7,24374.7,25781.7,43355.9,-17574.2,-387.4,9296.5,4252.5,13161.6,889.9,7318.0,8207.9,4953.7,-4093.6,-4833.8,740.2,28664.8,20337.2,1324.0,50326.0,31574.3,-5183.6,26390.7,23935.3,12055.0,12055.0,-1119.0,11200.7,5.2,-34.2,11229.7,11200.7
Million Dollars,2017-12-31,152303.0,116834.5,35468.5,2864.9,176.3,210.7,73.4,4883.7,90.5,5676.4,1007.0,262.5,276.2,1071.3,1822.2,15373.9,60.1,2315.2,13505.8,4076.8,17582.6,6581.8,1882.1,102.0,268.4,9801.8,4461.1,61470.2,5593.3,153.5,94.2,101.3,2026.8,14.3,6218.5,836.0,92.1,5756.6,1412.3,4146.8,20698.9,2171.1,191.0,12429.1,5882.1,18311.2,9176.4,1524.8,70.7,140.2,2044.2,5186.9,65262.2,-3792.0,34806.8,44460.0,-9653.2,3769.8,5627.3,-1857.5,20165.8,15756.5,33712.7,-17956.2,8139.3,8345.0,2055.5,18539.8,3549.9,7345.6,10895.5,7644.3,6568.2,-6597.8,13166.0,13185.6,17546.9,1124.3,31856.8,33603.0,-12548.9,21054.1,10802.7,13656.8,13656.8,-925.5,5583.5,-9.7,-196.8,5790.0,5583.5
Million Dollars,2018-03-31,145100.9,115746.5,29354.4,2827.1,263.6,224.0,83.2,5592.2,80.8,6091.1,1132.7,220.8,251.5,1183.8,2036.1,16896.2,87.4,2728.6,16261.5,4192.4,20453.9,7016.4,2190.6,103.5,429.4,10623.8,4971.6,68592.1,5765.3,226.6,80.4,110.7,2560.0,16.3,6515.4,826.2,96.9,4547.5,1333.7,4000.2,20087.3,1845.4,238.4,13840.3,6968.6,20808.9,8436.6,1615.4,106.2,195.4,2125.7,4758.2,66209.4,2382.7,34668.2,48508.2,-13840.0,5769.2,7794.6,-2025.4,15871.7,7089.3,30486.2,-23396.9,-4705.3,6698.4,14367.2,16360.3,-216.2,-18005.6,-18221.8,34582.1,190.9,-5159.5,5350.4,49954.2,15859.5,3082.7,68896.4,49315.4,26430.3,75745.7,-6849.3,9686.3,9686.3,647.3,6832.7,2.4,-4.8,6835.1,6832.7
Million Dollars,2018-06-30,155463.8,121065.2,34398.6,3483.2,262.1,230.9,91.7,5842.7,83.7,6252.4,1193.8,253.8,263.7,1192.8,2103.1,17508.6,95.2,2456.9,16544.4,4023.4,20567.8,6755.7,2387.5,103.4,384.7,10440.3,5080.1,69525.5,5838.5,224.7,82.7,110.6,2541.3,16.0,6187.7,823.3,97.4,4795.6,1344.0,3880.1,19878.7,1892.7,242.4,14045.8,7111.7,21157.5,8958.7,1649.8,51.2,171.7,1814.7,4933.5,66814.1,2711.4,36839.0,52745.8,-15906.8,5759.6,7808.1,-2048.5,19154.7,8794.9,24423.2,-15628.3,-5449.0,10802.9,10225.5,15579.4,567.4,-4924.0,-4356.6,19936.0,1750.2,-5039.6,6789.8,64534.5,15857.3,-10474.1,69917.7,47603.7,22845.6,70449.3,-531.6,10565.9,10565.9,-809.1,7779.7,13.8,200.9,7565.0,7779.7
Million Dollars,2018-09-30,161410.4,123715.7,37694.7,2922.1,271.0,236.3,74.8,6201.5,84.6,6355.3,1204.0,248.8,263.5,1203.7,2143.8,18016.3,97.8,2418.2,16699.0,4297.3,20996.3,7227.4,2489.5,103.4,395.0,10709.4,5291.4,70937.8,5887.4,224.4,84.7,129.6,2489.9,16.2,6513.4,801.4,95.1,4851.1,1356.4,3832.6,20170.4,1931.3,278.2,14127.0,7187.9,21314.9,8761.7,1712.7,66.2,176.7,1997.5,5023.0,67544.4,3393.4,38825.2,53797.2,-14972.0,6562.8,8423.7,-1860.9,24255.2,7141.4,34417.4,-27276.0,-12526.4,11430.5,-1701.7,-2797.6,767.2,4085.0,4852.2,-7649.8,2692.1,-5291.4,7983.5,-54140.6,8683.9,10951.0,-34505.7,-51866.1,-26437.4,-78303.5,43797.8,16855.5,16855.5,-1178.0,6221.7,-6.3,-13.0,6241.0,6221.7
Million Dollars,2018-12-31,159687.2,120265.5,39421.7,2611.0,274.8,234.2,82.2,6629.4,84.2,6347.3,1185.8,266.6,255.1,1199.3,2230.0,18514.1,82.2,2486.1,16953.6,4332.1,21285.7,6531.2,2417.2,103.2,401.5,10895.0,5218.9,70820.9,5775.1,228.8,83.9,116.2,2563.6,16.6,6683.8,864.6,104.4,4774.5,1351.4,4233.8,20792.8,1907.5,232.5,14361.0,7353.7,21714.7,9581.7,1665.1,87.5,200.2,2915.7,5098.8,70200.4,620.5,36037.3,53648.0,-17610.7,6298.3,8118.4,-1820.1,20611.4,7742.9,20146.4,-12403.5,7499.4,9943.5,5977.3,23420.2,-916.4,-343.3,-1259.7,24679.9,2444.1,-5543.8,7987.9,21140.7,19902.3,-2420.1,38622.9,22090.1,11356.7,33446.8,5176.1,25440.4,25440.4,919.4,-3909.6,1.1,180.7,-4091.4,-3909.6
Million Dollars,2019-03-31,144366.7,113520.0,30846.7,3238.5,274.3,284.7,92.5,7164.5,78.5,6479.6,1770.3,237.5,235.0,1228.5,2516.7,20087.8,59.7,2385.1,17033.2,4272.0,21305.2,6713.5,2100.7,104.8,412.5,11005.4,5049.9,72737.4,5055.2,247.5,79.1,127.1,3456.5,12.4,7310.1,1074.9,104.8,4368.6,1142.7,3409.3,21085.5,1858.9,288.1,14313.0,7172.6,21485.6,8735.2,1796.3,100.3,164.3,2043.9,5765.3,68626.1,4111.3,38911.3,51762.9,-12851.6,6241.9,8466.3,-2224.4,19882.0,18310.9,30811.4,-12500.5,-4260.7,7917.9,8441.5,12098.7,-321.6,2196.1,1874.5,10224.2,1276.5,1739.7,-463.2,18200.3,11721.2,-16726.8,13194.7,192.5,2727.3,2919.8,10274.9,7535.4,7535.4,560.2,12906.8,-8.2,-22.8,12937.8,12906.8
Million Dollars,2019-06-30,151260.9,116433.6,34827.3,2847.6,268.4,288.4,102.7,7138.4,80.5,6626.0,1857.3,252.9,246.2,1260.9,2551.8,20405.1,63.3,2632.8,18011.9,4121.6,22133.5,6680.3,2137.5,105.1,405.9,11285.9,5198.5,74163.9,5237.5,248.0,80.6,124.8,3425.7,12.1,7079.1,1068.2,105.3,4585.4,1172.9,3244.8,20898.9,1958.2,294.7,15207.3,7620.5,22827.8,9326.9,1909.1,56.8,149.1,2202.4,5763.6,70873.0,3290.9,40132.7,55808.7,-15676.0,6091.8,8592.5,-2500.7,19941.5,24964.3,28529.8,-3565.5,29234.7,53779.2,10387.6,93401.5,3425.4,2986.1,6411.5,86990.0,3566.3,-628.5,4194.8,20366.9,14174.0,-20045.4,14495.5,20557.3,28625.8,49183.1,-34687.6,52931.7,52931.7,968.7,-32021.5,5.6,143.9,-32171.0,-32021.5
Million Dollars,2019-09-30,152132.7,117190.0,34942.7,2913.4,278.4,301.5,86.7,8087.6,82.2,6762.1,1858.7,258.6,246.7,1262.6,2538.4,21485.1,67.3,2687.3,17396.1,4366.8,21762.9,7245.7,2140.8,104.7,428.9,11345.3,4966.5,75426.3,5173.2,259.3,83.3,145.2,3368.1,12.4,7194.5,1031.9,102.6,4590.1,1174.3,3177.1,20879.5,2036.9,332.3,14353.5,7423.6,21777.1,9074.8,1835.0,70.8,164.8,2310.5,5740.1,69654.3,5772.0,39167.4,54871.7,-15704.3,6467.4,8885.7,-2418.3,22592.1,27038.2,38574.2,-11536.0,2039.6,11750.4,17747.0,31537.0,-2650.6,453.4,-2197.2,33734.2,5078.5,1970.9,3107.6,19832.0,12118.8,-6654.5,25296.3,27791.0,3239.3,31030.3,-5734.0,19571.8,19571.8,1120.8,4141.1,6.4,82.2,4052.5,4141.1
Million Dollars,2019-12-31,155080.1,122244.4,32835.7,2858.6,287.7,298.7,92.8,8316.0,83.0,6840.3,1779.7,289.0,236.4,1288.7,2611.0,21835.6,63.5,2845.5,17886.7,4535.2,22421.9,7053.3,2402.3,104.6,452.3,12280.6,4897.4,77503.3,5216.7,277.4,83.4,131.9,3491.2,12.9,7521.7,1213.1,112.7,4399.8,1198.8,3483.8,21649.3,2074.3,274.4,14745.6,7409.1,22154.7,9761.1,1966.7,87.7,161.1,3253.6,5678.6,72555.6,4947.7,33975.3,48521.7,-14546.4,6096.7,8703.7,-2607.0,20630.0,19859.5,45721.1,-25861.6,6367.3,9021.2,3178.7,18567.2,-199.5,1562.2,1362.7,17204.5,5084.4,2797.0,2287.4,-27711.0,25727.1,13810.6,11826.7,-20467.7,7814.8,-12652.9,24479.6,18109.9,18109.9,1010.7,3530.8,-11.9,-17.9,3560.6,3530.8
Million Dollars,2020-03-31,148632.2,117222.8,31409.4,2908.4,251.0,285.9,132.3,8807.6,77.4,7365.6,1887.0,279.2,276.5,1459.2,1980.4,22551.1,58.7,3056.0,19412.7,5355.4,24768.1,4394.5,2109.5,103.4,394.0,12600.7,6659.1,79854.5,5038.2,266.0,109.7,159.3,4076.4,13.2,7874.0,1309.9,145.9,5261.8,1068.1,4141.5,24159.8,2611.4,245.2,17092.6,9106.1,26198.7,7056.7,2344.2,97.8,250.5,3366.2,7923.2,79557.9,296.6,41135.5,55020.1,-13884.6,7211.5,8450.6,-1239.1,16582.3,12913.4,30395.0,-17481.6,-15641.7,13244.9,12045.0,9648.2,-1117.8,595.8,-522.0,10170.2,8272.9,9006.8,-733.9,285437.7,19907.3,-24677.5,280667.5,221401.8,41727.4,263129.2,17538.3,9493.0,9493.0,-93.5,6995.8,66.7,40.2,6888.9,6995.8
Million Dollars,2020-06-30,132102.2,94082.6,38019.6,2696.5,244.0,235.6,133.9,8232.2,64.0,6081.7,1821.8,279.5,266.9,1103.3,1968.4,20187.3,52.4,2071.7,18319.7,2302.4,20622.1,948.9,1964.4,102.8,215.3,12360.4,6859.7,68325.5,5030.7,221.1,90.4,142.5,3696.6,11.2,7064.0,1225.1,130.7,5081.5,807.7,3891.2,22140.9,2265.4,246.0,16247.6,7068.8,23316.4,875.9,2127.2,47.7,117.9,3279.6,7818.4,67487.2,838.3,34123.9,49000.7,-14876.8,6623.7,8231.6,-1607.9,22373.2,13788.2,24824.8,-11036.6,-1509.0,4833.3,11869.8,15194.1,-1333.9,-2207.3,-3541.2,18735.3,3603.0,1634.1,1968.9,-111661.0,-23327.2,-15045.2,-150033.4,-114932.2,-2922.3,-117854.5,-32178.9,-22511.3,-22511.3,391.7,45276.2,-17.9,279.2,45014.9,45276.2
