Units,Timepoint,1.1.1.1: Exports Of Goods,1.1.1.2: Imports Of Goods,1.1.1: Goods Balance,1.1.2.1.10: Charges For The Use Of Intellectual Property,"1.1.2.1.11: Personal, Cultural And Recreational",1.1.2.1.12.10: Others,1.1.2.1.12.1: Accounting,1.1.2.1.12.2: Advertising And Market Research,1.1.2.1.12.3: Architectural,1.1.2.1.12.4: Business Management,1.1.2.1.12.5: Engineering And Technical,1.1.2.1.12.6: Legal,1.1.2.1.12.7: Research And Development,1.1.2.1.12.8: Operating Leasing,1.1.2.1.12.9: Trade-Related,1.1.2.1.12: Other Business Services,1.1.2.1.1: Manufacturing Services On Physical Inputs Owned By Others,1.1.2.1.2: Maintenance And Repair Services,1.1.2.1.3.1: Freight,1.1.2.1.3.2: Others,1.1.2.1.3: Transport,1.1.2.1.4: Travel,1.1.2.1.5: Insurance,1.1.2.1.6: Government Goods And Services,1.1.2.1.7: Construction,1.1.2.1.8: Financial,"1.1.2.1.9: Telecommunications, Computer & Information",1.1.2.1: Exports Of Services,1.1.2.2.10: Charges For The Use Of Intellectual Property,"1.1.2.2.11: Personal, Cultural And Recreational",1.1.2.2.12.10: Others,1.1.2.2.12.1: Accounting,1.1.2.2.12.2: Advertising And Market Research,1.1.2.2.12.3: Architectural,1.1.2.2.12.4: Business Management,1.1.2.2.12.5: Engineering And Technical,1.1.2.2.12.6: Legal,1.1.2.2.12.7: Research And Development,1.1.2.2.12.8: Operating Leasing,1.1.2.2.12.9: Trade-Related,1.1.2.2.12: Other Business Services,1.1.2.2.1: Manufacturing Services On Physical Inputs Owned By Others,1.1.2.2.2: Maintenance And Repair Services,1.1.2.2.3.1: Freight,1.1.2.2.3.2: Others,1.1.2.2.3: Transport,1.1.2.2.4: Travel,1.1.2.2.5: Insurance,1.1.2.2.6: Government Goods And Services,1.1.2.2.7: Construction,1.1.2.2.8: Financial,"1.1.2.2.9: Telecommunications, Computer & Information",1.1.2.2: Imports Of Services,1.1.2: Services Balance,1.1.3.1: Primary Income Receipts,1.1.3.2: Primary Income Payments,1.1.3: Primary Income Balance,1.1.4.3: Secondary Income Receipts,1.1.4.4: Secondary Income Payments,1.1.4: Secondary Income Balance,1.1: A Current Account Balance,1.2.2.1.1: Assets,1.2.2.1.2: Liabilities,1.2.2.1: Direct Investment,"1.2.2.2.1.1: Deposit-Taking Corporations, Except The Central Bank",1.2.2.2.1.2: Official,1.2.2.2.1.3: Others,1.2.2.2.1: Assets,"1.2.2.2.2.1: Deposit-Taking Corporations, Except The Central Bank",1.2.2.2.2.2: Others,1.2.2.2.2: Liabilities,1.2.2.2: Portfolio Investment,1.2.2.3.1: Assets,1.2.2.3.2: Liabilities,1.2.2.3: Financial Derivatives,"1.2.2.4.1.1: Deposit-Taking Corporations, Except The Central Bank",1.2.2.4.1.2: Official,1.2.2.4.1.3: Others,1.2.2.4.1: Assets,"1.2.2.4.2.1: Deposit-Taking Corporations, Except The Central Bank",1.2.2.4.2.2: Others,1.2.2.4.2: Liabilities,1.2.2.4: Other Investment,1.2.2: Financial Account (Net),1.2: B Capital & Financial Account Balance,1.3: C Net Errors & Omissions,1: D Overall Balance (A-B+C),2.1: Special Drawing Rights,2.2: Reserves Position In The IMF,2.3: Foreign Exchange Assets,2: E Reserve Assets
Million Dollars,2020-09-30,146313.8,107453.1,38860.7,2987.7,255.2,263.3,116.3,9173.3,69.6,6601.4,2029.7,284.7,298.1,1255.2,1974.6,22066.2,51.8,1975.5,19417.6,2645.1,22062.7,975.6,2072.7,102.8,249.2,12145.4,6884.5,71829.3,5240.4,254.9,99.6,157.6,3674.9,11.9,7438.4,1250.5,132.8,5667.1,918.9,3819.0,23170.7,1936.4,279.9,17420.5,7717.7,25138.2,883.3,2157.2,66.4,120.8,3332.3,7879.1,70459.6,1369.7,36036.0,53153.4,-17117.4,6946.8,8253.9,-1307.1,21805.9,11940.7,23639.9,-11699.2,-2084.0,11909.4,16544.1,26369.5,-3756.1,1046.5,-2709.6,29079.1,5045.2,6356.8,-1311.6,-29294.6,65.3,-10549.4,-39778.7,-41867.8,10249.8,-31618.0,-8160.7,7907.6,7907.6,354.9,14253.2,2.7,-4.2,14254.7,14253.2
Million Dollars,2020-12-31,152361.9,113825.7,38536.2,3518.4,274.2,282.1,124.7,10667.7,74.7,7090.1,1950.5,296.8,286.7,1306.1,2188.9,24268.3,57.6,1891.1,19565.5,2728.6,22294.1,1069.2,2289.5,102.9,356.3,12676.6,6585.6,75383.8,5225.1,284.2,106.7,164.0,3913.0,12.8,8118.7,1337.4,149.9,5446.0,956.5,4348.7,24553.7,2306.3,224.9,20579.5,6415.9,26995.4,966.1,2457.0,77.0,180.4,3488.4,7963.9,74722.4,661.4,37725.7,57014.8,-19289.1,7191.4,8780.7,-1589.3,18319.2,14329.5,29377.7,-15048.2,12131.6,11976.9,2812.5,26921.0,178.2,1234.3,1412.5,25508.5,5377.8,9239.7,-3861.9,-24258.9,11.7,17912.3,-6334.9,10010.3,9324.2,19334.5,-25669.4,-19071.0,-19071.0,-598.9,36791.3,-10.8,221.0,36581.1,36791.3
Million Dollars,2021-03-31,156231.4,123345.5,32885.9,3299.9,864.1,304.1,99.3,10637.0,51.1,6746.3,2527.1,266.7,302.5,1629.7,2014.8,24578.6,58.5,2174.0,27196.3,3075.8,30272.1,1301.9,2229.9,104.9,284.0,13203.2,7765.0,86136.1,5273.2,326.8,95.4,140.2,4965.2,10.6,8484.6,1524.3,159.3,5289.8,905.0,4837.5,26411.9,2210.5,235.9,20593.0,7845.1,28438.1,1191.1,1905.9,89.2,186.2,3811.3,8952.3,79032.4,7103.7,50343.5,69294.6,-18951.1,6794.4,7972.2,-1177.8,19860.7,14517.0,46043.3,-31526.3,-5746.4,10673.8,11833.5,16760.9,-3295.2,4583.6,1288.4,15472.5,1311.4,-511.6,1823.0,-10892.8,10030.8,23001.9,22139.9,4786.4,16347.6,21134.0,1005.9,-13224.9,-13224.9,-856.0,32229.6,-2.7,-79.7,32312.0,32229.6
Million Dollars,2021-06-30,168534.6,124331.6,44203.0,3571.7,814.2,306.5,112.6,12145.4,51.3,6758.2,2583.8,302.8,309.0,1641.5,1989.9,26201.0,73.0,2206.6,27427.9,3069.6,30497.5,1310.9,2464.7,105.3,261.1,13141.3,7773.1,88420.4,5455.5,315.5,96.0,137.2,5009.3,10.5,8254.1,1544.3,160.4,5428.9,910.8,4631.2,26182.7,2546.5,240.0,21155.6,8228.1,29383.7,1244.5,2009.2,59.9,207.2,3890.5,8937.7,80472.9,7947.5,45601.2,69347.7,-23746.5,6557.8,8155.6,-1597.8,26806.2,14700.3,49926.6,-35226.3,13348.1,13255.0,13896.1,40499.2,4216.6,5700.8,9917.4,30581.8,-256.0,1003.1,-1259.1,-18823.1,21204.2,13478.9,15860.0,-5029.2,11126.0,6096.8,9763.2,3859.6,3859.6,-1277.9,21668.7,7.4,-28.2,21689.5,21668.7
Million Dollars,2021-09-30,175413.4,130250.2,45163.2,3844.5,864.6,318.9,95.6,12213.9,53.4,7059.2,2632.3,307.6,315.4,1649.1,1971.8,26617.2,80.1,2221.5,27673.4,3017.0,30690.4,1288.4,2371.4,105.6,290.7,12995.6,7953.4,89323.4,5519.9,321.2,100.0,161.4,4944.9,10.8,8788.7,1456.8,158.8,5547.7,914.5,4527.2,26610.8,2551.1,274.3,21225.0,8565.4,29790.4,1413.2,2010.3,65.9,201.0,3889.4,9100.7,81748.2,7575.2,51205.7,74458.8,-23253.1,7207.9,8276.5,-1068.6,28416.7,18686.1,45819.4,-27133.3,2344.2,16372.6,10267.7,28984.5,-3455.5,6314.9,2859.4,26125.1,568.0,-32.3,600.3,33573.2,2402.8,15851.3,51827.3,26368.2,28086.7,54454.9,-2627.6,-3035.5,-3035.5,-1384.1,30068.1,7145.8,-4.7,22927.0,30068.1
Million Dollars,2021-12-31,191091.7,144404.1,46687.6,4170.0,896.0,327.8,100.9,13998.1,55.1,7280.9,2716.6,340.8,325.4,1676.7,2079.9,28902.2,83.4,2511.0,28857.5,3566.7,32424.2,1619.7,2204.6,106.2,287.0,13253.0,7743.7,94201.0,5683.9,332.4,102.9,149.4,5138.5,11.2,9234.4,1509.1,179.2,5742.3,929.6,5043.2,28039.8,2593.7,227.6,22122.2,8870.7,30992.9,1711.8,1976.1,84.9,187.2,3946.1,9203.1,84979.5,9221.5,49287.6,76562.6,-27275.0,7109.5,8219.7,-1110.2,27523.9,20348.3,44342.5,-23994.2,997.1,14734.3,4633.5,20364.9,7429.7,4055.9,11485.6,8879.3,-606.6,2191.2,-2797.8,34857.1,11956.0,10927.4,57740.5,6177.5,9832.4,16009.9,41730.6,23817.9,23817.9,1234.8,4940.8,-113.7,18.7,5035.8,4940.8
Million Dollars,2022-03-31,188684.3,144528.4,44155.9,3858.2,881.7,325.1,116.4,12789.7,56.3,7299.0,2672.6,290.7,320.2,1740.7,2088.2,27698.9,76.9,2323.7,32247.3,3150.0,35397.3,2193.9,2479.7,109.1,269.3,13245.9,8104.9,96639.5,5430.0,331.1,102.7,149.9,5387.3,11.4,9291.4,1491.6,174.3,5661.2,937.7,5149.1,28356.6,2535.2,240.0,22638.1,9186.5,31824.6,2387.8,2005.7,107.8,219.2,3877.3,8964.7,86280.0,10359.5,57531.0,76697.7,-19166.7,7305.9,8220.0,-914.1,34434.6,24516.7,50393.2,-25876.5,-3396.7,49850.3,-11624.7,34828.9,-8517.4,7462.6,-1054.8,35883.7,4549.2,5427.0,-877.8,47240.3,68241.8,10261.5,125743.6,30434.0,25588.5,56022.5,69721.1,78850.5,78850.5,-1685.6,-46101.5,-75.6,-16.8,-46009.1,-46101.5
Million Dollars,2022-06-30,213445.5,160826.4,52619.1,4713.8,858.2,327.9,125.9,13291.2,53.5,7389.3,2740.7,307.3,328.5,1741.7,2027.6,28333.6,77.4,2462.3,32564.7,3944.4,36509.1,3518.1,2809.7,110.4,290.8,13461.1,7897.0,101041.5,5521.3,333.0,103.8,147.8,5349.0,11.3,8674.2,1488.5,174.0,5791.3,950.9,4879.3,27570.1,2962.0,244.9,22639.7,9735.2,32374.9,5614.4,2162.0,60.4,187.5,3914.5,9049.1,89994.1,11047.4,52144.1,80375.5,-28231.4,7001.9,8713.2,-1711.3,33723.8,16050.7,47593.8,-31543.1,-433.4,35189.7,-2681.6,32074.7,7587.7,44.4,7632.1,24442.6,7041.5,3802.0,3239.5,11903.7,106272.6,-5069.8,113106.5,4894.1,-1936.8,2957.3,110149.2,106288.2,106288.2,-1607.4,-74171.8,18.8,39.7,-74230.3,-74171.8
Million Dollars,2022-09-30,212381.4,162626.6,49754.8,4212.4,920.2,341.5,105.9,13040.8,57.2,7732.7,2662.0,310.8,320.3,1749.6,2044.1,28364.9,88.0,2618.2,31524.6,4513.4,36038.0,4798.3,2507.4,111.6,284.3,13972.4,8042.0,101957.7,5461.6,346.7,108.4,180.3,5279.9,11.6,9293.1,1418.4,173.1,5616.5,970.5,4772.6,27824.4,3010.1,278.8,22157.5,9667.6,31825.1,6176.9,2005.3,76.1,203.0,3846.9,9388.0,90442.9,11514.8,55929.7,83229.2,-27299.5,7582.7,8823.5,-1240.8,32729.3,12780.4,45285.9,-32505.5,-2382.8,25339.4,2772.8,25729.4,4834.1,4410.7,9244.8,16484.6,7284.7,4141.4,3143.3,53783.7,54790.2,9612.1,118186.0,41510.9,3057.3,44568.2,73617.8,60740.2,60740.2,1568.9,-26442.0,96.3,-13.6,-26524.7,-26442.0
Million Dollars,2022-12-31,184495.6,142788.6,41707.0,4230.8,884.8,352.1,112.1,15014.1,58.6,8009.5,2647.9,342.3,318.8,1708.4,2117.6,30681.4,70.4,3288.1,26882.6,5178.9,32061.5,5749.0,2413.0,111.8,309.1,14181.6,7924.2,101905.7,5379.4,354.8,111.8,159.9,5443.8,11.7,8957.7,1418.5,175.5,5585.5,959.1,4906.4,27729.9,2428.3,228.4,21792.1,9197.5,30989.6,6897.8,2041.9,80.5,204.6,3869.0,9622.0,89826.2,12079.5,50936.1,79829.0,-28892.9,7031.1,8402.4,-1371.3,23522.3,16672.4,50904.1,-34231.7,10917.5,13074.2,8408.5,32400.2,13224.7,573.0,13797.7,18602.5,-4715.4,-2334.0,-2381.4,-79347.8,75.1,13198.2,-66074.5,-82640.0,-34946.2,-117586.2,51511.7,33501.1,33501.1,-737.4,-10716.2,-42.0,-4.6,-10669.6,-10716.2
Million Dollars,2023-03-31,178485.8,132348.5,46137.3,4635.4,905.1,348.1,128.6,13468.3,59.3,7963.4,2525.9,308.0,303.7,1730.0,2045.3,28880.6,69.0,3024.5,23543.5,4754.4,28297.9,5932.8,2531.6,112.9,294.1,14476.0,7847.3,97007.2,5340.3,356.4,110.8,162.5,5678.1,12.3,9366.4,1453.1,191.5,5323.5,947.1,5117.4,28362.7,2341.2,236.7,21050.1,9089.5,30139.6,6296.7,2000.1,124.9,209.4,4081.7,9610.9,89100.6,7906.6,56403.9,79405.0,-23001.1,7301.1,8890.3,-1589.2,29453.6,13190.7,39351.6,-26160.9,6773.9,10120.7,8092.0,24986.6,-6119.4,-3920.9,-10040.3,35026.9,-4799.1,-2805.2,-1993.9,-53859.7,-8241.2,7674.1,-54426.8,-74046.4,27960.6,-46085.8,-8341.0,-1468.9,-1468.9,390.4,31312.9,-169.8,-32.1,31514.8,31312.9
